	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CD36	0.0149817868220679	0.00426803891597333	0.004	0	1
LINGO2	0.0149817868220679	0.00426803891597333	0.004	0	1
C3	0.0149817868220679	0.00426803891597333	0.004	0	1
UCA1	0.0149817868220679	0.00426803891597333	0.004	0	1
AL359182.2	0.0149817868220679	0.00426803891597333	0.004	0	1
AC006042.2	0.0149817868220679	0.00426803891597333	0.004	0	1
RBP1	0.0295946848951623	0.00426803891597333	0.003	0	1
AL021068.1	0.0295946848951623	0.00426803891597333	0.003	0	1
CST6	0.0596283432207781	0.00426803891597333	0.003	0	1
RALBP1	0.993300549919759	0.00426026886292313	0.228	0.227	1
MRPL39	0.818111653179082	0.00425750126758992	0.055	0.053	1
POMGNT1	0.644028548441786	0.00424904414309685	0.042	0.038	1
PUS10	0.358098225685371	0.00424034787336158	0.027	0.022	1
FAIM	0.62461368640573	0.00421391827634831	0.05	0.046	1
OPN3	0.736544752346944	0.00420480890006732	0.034	0.032	1
ZNF487	0.377999483402987	0.00419544064813632	0.022	0.017	1
AC116407.2	0.639725214673669	0.00419544064813632	0.021	0.019	1
RACK1	0.576929736934098	0.00418838640847929	0.977	0.981	1
RGS17	0.179460298616755	0.00418580232616797	0.009	0.004	1
UCP3	0.179460298616755	0.00418580232616797	0.009	0.004	1
AMIGO1	0.179460298616755	0.00418580232616797	0.009	0.004	1
PLB1	0.179460298616755	0.00418580232616797	0.009	0.004	1
TUBB3	0.392884354349433	0.00418580232616797	0.007	0.004	1
FARSB	0.660322926410593	0.00417941630945452	0.059	0.055	1
MEAF6	0.6772478147952	0.00415514487717178	0.374	0.362	1
AC084018.2	0.39327418480351	0.00415008262411491	0.018	0.014	1
EXOSC4	0.685905308340615	0.00414552176630871	0.068	0.064	1
SMAD3	0.651636822037255	0.00413563382415956	0.054	0.05	1
AMT	0.164638753847937	0.00405798675224744	0.008	0.004	1
SPRED1	0.164638753847937	0.00405798675224744	0.008	0.004	1
AC008443.5	0.254023437174727	0.00405798675224744	0.007	0.004	1
CBX8	0.401833140258539	0.00403526954737125	0.032	0.026	1
UBXN8	0.543804811202288	0.00403526954737125	0.031	0.027	1
ACYP2	0.905208184838754	0.0040266880109756	0.111	0.11	1
LOXL1-AS1	0.312963021845495	0.00402342394297863	0.017	0.012	1
NFIA	0.399428732704741	0.00402342394297863	0.016	0.012	1
AC132192.2	0.399428732704741	0.00402342394297863	0.016	0.012	1
BNIP3L	0.909284214881003	0.00402101407505145	0.226	0.229	1
LAIR1	0.600606854955809	0.0040091688770843	0.166	0.157	1
DPYD	0.899643567642938	0.0040091688770843	0.171	0.174	1
PTPRM	0.435464489703689	0.00398949594711101	0.026	0.021	1
BORA	0.504330347905098	0.00398949594711101	0.027	0.022	1
MKRN1	0.919974686406237	0.00398794507742201	0.147	0.146	1
DYNC2LI1	0.21757515031033	0.00397693305412794	0.012	0.007	1
SEC31B	0.305018959397742	0.00397693305412794	0.012	0.008	1
RPGRIP1L	0.305018959397742	0.00397693305412794	0.012	0.008	1
SGSM1	0.305018959397742	0.00397693305412794	0.012	0.008	1
AC062017.1	0.409089793463566	0.00397693305412794	0.011	0.008	1
NPTXR	0.537105813342427	0.00397693305412794	0.01	0.008	1
TDRKH-AS1	0.864102901402546	0.00397693305412794	0.009	0.008	1
UQCRB	0.476490216383657	0.00397221316016805	0.749	0.782	1
SLC36A4	0.522992871479563	0.00396874884392446	0.049	0.043	1
AC245014.3	0.196474251261711	0.00395618543439777	0.031	0.022	1
ACO1	0.661815537858698	0.00394326443748382	0.02	0.017	1
MFN1	0.814113631494493	0.00393637596190369	0.056	0.054	1
AL606760.3	0.146526868390921	0.0039299703659749	0.007	0.003	1
PFN2	0.146526868390921	0.0039299703659749	0.007	0.003	1
SLC49A3	0.146526868390921	0.0039299703659749	0.007	0.003	1
PAWR	0.146526868390921	0.0039299703659749	0.007	0.003	1
SNX22	0.146526868390921	0.0039299703659749	0.007	0.003	1
CACNA1A	0.146526868390921	0.0039299703659749	0.007	0.003	1
CCNE1	0.146526868390921	0.0039299703659749	0.007	0.003	1
HIST2H2AA3	0.146526868390921	0.0039299703659749	0.007	0.003	1
ZNF132	0.146526868390921	0.0039299703659749	0.007	0.003	1
ACVR2A	0.234579431049622	0.0039299703659749	0.006	0.003	1
IGHG2	0.234579431049622	0.0039299703659749	0.006	0.003	1
FAM234B	0.555405998601674	0.0039299703659749	0.004	0.003	1
PITPNM2	0.639997663875126	0.00391021162025956	0.029	0.026	1
KDELR2	0.804346311013886	0.00389273543215571	0.231	0.237	1
MLLT11	0.791299393806423	0.00387775786106823	0.036	0.034	1
PARD6B	0.444686341334184	0.00386377982987357	0.024	0.02	1
SEMA4C	0.518756402603174	0.00386377982987357	0.025	0.021	1
LINC00921	0.820177011941674	0.00386377982987357	0.022	0.021	1
RAB3D	0.301192314597057	0.00384939992722535	0.011	0.007	1
ZNF778	0.585115687136796	0.00383158874358257	0.034	0.03	1
CNN3	0.0542547345355215	0.00380175269268002	0.006	0.001	1
DGKK	0.0542547345355215	0.00380175269268002	0.006	0.001	1
COL3A1	0.0975104514288124	0.00380175269268002	0.005	0.001	1
BMP8B	0.124348665339084	0.00380175269268002	0.006	0.002	1
ARMCX2	0.124348665339084	0.00380175269268002	0.006	0.002	1
ISL2	0.124348665339084	0.00380175269268002	0.006	0.002	1
AP000866.1	0.124348665339084	0.00380175269268002	0.006	0.002	1
LTBR	0.20861984362389	0.00380175269268002	0.005	0.002	1
IFT81	0.20861984362389	0.00380175269268002	0.005	0.002	1
IGLV3-9	0.20861984362389	0.00380175269268002	0.005	0.002	1
AC092718.1	0.20861984362389	0.00380175269268002	0.005	0.002	1
CD200	0.342908105085143	0.00380175269268002	0.004	0.002	1
LOH12CR2	0.342908105085143	0.00380175269268002	0.004	0.002	1
LFNG	0.70297931860455	0.00379997868525959	0.043	0.04	1
WDR74	0.921742904886318	0.00376742160098767	0.147	0.146	1
DBP	0.624763173335948	0.0037536190737447	0.038	0.034	1
PTRH1	0.585414871425002	0.00372392962537228	0.081	0.075	1
CLHC1	0.29609131181304	0.00372166712946613	0.01	0.007	1
DTWD2	0.29609131181304	0.00372166712946613	0.01	0.007	1
L3MBTL4	0.29609131181304	0.00372166712946613	0.01	0.007	1
DBNDD2	0.603663788946133	0.00370848151703289	0.066	0.061	1
SLC27A5	0.677234139048001	0.00370680149841824	0.033	0.03	1
SETD9	0.472898384848841	0.00369030589508537	0.02	0.016	1
AL138895.1	0.573399880834197	0.00369030589508537	0.019	0.016	1
TMEM134	0.795142518170473	0.00368623589929803	0.179	0.175	1
CLCN5	0.0972851084818305	0.00367333325619128	0.005	0.001	1
AL512625.1	0.0972851084818305	0.00367333325619128	0.005	0.001	1
SLC12A5	0.0972851084818305	0.00367333325619128	0.005	0.001	1
AC011468.5	0.0972851084818305	0.00367333325619128	0.005	0.001	1
AC127496.5	0.0972851084818305	0.00367333325619128	0.005	0.001	1
AL031283.1	0.0972851084818305	0.00367333325619128	0.005	0.001	1
AL162457.1	0.173370985719542	0.00367333325619128	0.004	0.001	1
TVP23C-CDRT4	0.173370985719542	0.00367333325619128	0.004	0.001	1
ZNF273	0.842074808329502	0.00365951913954517	0.027	0.025	1
EIF4EBP3	0.514026873745936	0.00364226315625554	0.014	0.011	1
KIFC1	0.652876562840395	0.00364226315625554	0.012	0.01	1
PCCB	0.860952047589636	0.00362929122103754	0.036	0.035	1
STK32C	0.89558478854949	0.00362929122103754	0.034	0.033	1
PRKAG2-AS1	0.631238398377399	0.00361176504130599	0.022	0.02	1
CAMK1	0.951929142170897	0.00361176504130599	0.021	0.02	1
AL360012.1	0.289393425250875	0.0035937341905199	0.009	0.006	1
NUDT17	0.289393425250875	0.0035937341905199	0.009	0.006	1
NRG2	0.289393425250875	0.0035937341905199	0.009	0.006	1
ZFP3	0.289393425250875	0.0035937341905199	0.009	0.006	1
PPM1N	0.405058431798168	0.0035937341905199	0.009	0.006	1
CCDC28B	0.810239914728572	0.00358799259119712	0.067	0.064	1
HIST1H2AB	0.398086825535554	0.00356353210838583	0.017	0.013	1
ZSCAN31	0.0649727824516604	0.00354471157883031	0.004	0.001	1
AC090587.1	0.0649727824516604	0.00354471157883031	0.004	0.001	1
MS4A6A	0.0649727824516604	0.00354471157883031	0.004	0.001	1
TJP1	0.0649727824516604	0.00354471157883031	0.004	0.001	1
AC009053.2	0.0649727824516604	0.00354471157883031	0.004	0.001	1
SCIMP	0.0649727824516604	0.00354471157883031	0.004	0.001	1
PTPRR	0.0649727824516604	0.00354471157883031	0.004	0.001	1
ST6GALNAC2	0.0649727824516604	0.00354471157883031	0.004	0.001	1
UGDH-AS1	0.124807299103991	0.00354471157883031	0.003	0.001	1
AC026191.1	0.124807299103991	0.00354471157883031	0.003	0.001	1
FCGBP	0.9818639726771	0.00353388369703448	0.024	0.024	1
KLHL22	0.678308394105792	0.00352354890132758	0.051	0.048	1
AL451085.1	0.310892961400029	0.00351481310246053	0.014	0.009	1
FAM117B	0.40656719775305	0.00351481310246053	0.014	0.01	1
AC092368.3	0.520222272933442	0.00351481310246053	0.013	0.01	1
AHNAK	0.636802737147391	0.00349124342070006	0.639	0.626	1
NLRX1	0.463155473625714	0.00348546546744379	0.021	0.017	1
ZNF573	0.853641707392724	0.00348546546744379	0.021	0.02	1
AC073195.1	0.269573399859009	0.003465600638574	0.008	0.004	1
C6orf99	0.280664607508389	0.003465600638574	0.009	0.005	1
GCNA	0.280664607508389	0.003465600638574	0.009	0.005	1
AC087164.1	0.280664607508389	0.003465600638574	0.009	0.005	1
TCTA	0.671148405730035	0.00345885120130836	0.087	0.082	1
ALG9	0.687909533098989	0.00345665358989205	0.032	0.029	1
ERC1	0.700780504620419	0.00344811231203133	0.055	0.051	1
SEC14L2	0.24280752127278	0.00343656136658649	0.018	0.012	1
AC020911.2	0.503327816391093	0.00343656136658649	0.015	0.012	1
SBK1	0.927240896134519	0.00342836293166758	0.037	0.036	1
ZNF831	0.696053070699737	0.00342466464526862	0.118	0.113	1
NUDT10	0.0295946472978948	0.00341588718140695	0.003	0	1
FCN1	0.0295946472978948	0.00341588718140695	0.003	0	1
NUPR1	0.0295946472978948	0.00341588718140695	0.003	0	1
AC005726.1	0.0295946472978948	0.00341588718140695	0.003	0	1
AC008758.4	0.0295946472978948	0.00341588718140695	0.003	0	1
NOTCH3	0.0295946472978948	0.00341588718140695	0.003	0	1
AP001469.3	0.0295946472978948	0.00341588718140695	0.003	0	1
AC105760.2	0.0295946472978948	0.00341588718140695	0.003	0	1
NR6A1	0.0295946472978948	0.00341588718140695	0.003	0	1
AC004264.1	0.0295946472978948	0.00341588718140695	0.003	0	1
AP003680.1	0.0295946472978948	0.00341588718140695	0.003	0	1
LRRC70	0.0295946472978948	0.00341588718140695	0.003	0	1
AC087294.1	0.0295946472978948	0.00341588718140695	0.003	0	1
KLK6	0.0295946472978948	0.00341588718140695	0.003	0	1
WLS	0.0596283432207781	0.00341588718140695	0.003	0	1
APOD	0.0596283432207781	0.00341588718140695	0.003	0	1
ANKRD50	0.0596283432207781	0.00341588718140695	0.003	0	1
NRP1	0.0596283432207781	0.00341588718140695	0.003	0	1
NR2F2	0.0596283432207781	0.00341588718140695	0.003	0	1
CMYA5	0.0596283432207781	0.00341588718140695	0.003	0	1
RDH16	0.0596283432207781	0.00341588718140695	0.003	0	1
HOXB5	0.277254886363202	0.00341588718140695	0.001	0	1
UTP11	0.730009029996255	0.00341304735419345	0.086	0.082	1
STUB1	0.905205483566492	0.00341062472978859	0.342	0.34	1
ZYG11B	0.585552977935145	0.00340805485819236	0.027	0.023	1
KIZ	0.82939377796134	0.00340588369685972	0.106	0.103	1
SLC23A2	0.687311190377427	0.00340057947592008	0.05	0.047	1
CHD3	0.691650572696155	0.00339652238910199	0.249	0.242	1
BAX	0.323538521151975	0.00339244274631578	0.431	0.464	1
U2SURP	0.55396209931272	0.00337495506467606	0.306	0.32	1
CCDC134	0.457337005347269	0.00335897050317023	0.022	0.018	1
ATAT1	0.750953842768399	0.00335897050317023	0.021	0.019	1
C17orf51	0.269307454570874	0.00333726600032919	0.008	0.004	1
DLEC1	0.269307454570874	0.00333726600032919	0.008	0.004	1
AC011632.1	0.269307454570874	0.00333726600032919	0.008	0.004	1
TCAF2C	0.269307454570874	0.00333726600032919	0.008	0.004	1
ZNF781	0.393584911850208	0.00333726600032919	0.007	0.004	1
GPR19	0.393584911850208	0.00333726600032919	0.007	0.004	1
SNX15	0.393584911850208	0.00333726600032919	0.007	0.004	1
GTSE1	0.560191852294575	0.00333726600032919	0.005	0.004	1
AC011476.3	0.769227282800775	0.00333726600032919	0.005	0.004	1
PLXND1	0.450784439528621	0.00332558922741524	0.052	0.046	1
FXYD1	0.397795065356835	0.00330939320932159	0.017	0.013	1
MKS1	0.400834798935758	0.00330939320932159	0.016	0.012	1
RIMKLB	0.490835937604601	0.00330939320932159	0.017	0.014	1
AC147067.1	0.724859156141232	0.00330939320932159	0.015	0.014	1
UBE2C	0.744531500282785	0.00330939320932159	0.007	0.008	1
ACBD4	0.506336166804551	0.00328203217512037	0.027	0.022	1
AL662844.4	0.983922410133956	0.00327302312553002	0.066	0.066	1
MACROD1	0.409514494043965	0.00325931551346443	0.012	0.009	1
WNT10A	0.532416306949968	0.00325931551346443	0.011	0.009	1
KANK3	0.532416306949968	0.00325931551346443	0.011	0.009	1
AP002990.1	0.532416306949968	0.00325931551346443	0.011	0.009	1
C17orf58	0.549744532368355	0.00323227969370518	0.021	0.018	1
AC010654.1	0.665682730935736	0.00323227969370518	0.02	0.017	1
C19orf47	0.889198979643273	0.00323227969370518	0.019	0.018	1
LGMN	0.147034244161584	0.00320872980099205	0.007	0.003	1
CDKL3	0.235235352489852	0.00320872980099205	0.006	0.003	1
AC245140.2	0.254478566512151	0.00320872980099205	0.007	0.004	1
USP54	0.254478566512151	0.00320872980099205	0.007	0.004	1
SNAI3-AS1	0.254478566512151	0.00320872980099205	0.007	0.004	1
AC011445.2	0.254478566512151	0.00320872980099205	0.007	0.004	1
MAMLD1	0.382979647496193	0.00320872980099205	0.006	0.004	1
ZNF618	0.382979647496193	0.00320872980099205	0.006	0.004	1
PYGM	0.382979647496193	0.00320872980099205	0.006	0.004	1
FAM173B	0.620945569956249	0.00320573818499578	0.031	0.027	1
CENPW	0.400684422811681	0.00318202717478717	0.016	0.012	1
METAP1D	0.496929948187418	0.00318202717478717	0.016	0.013	1
SLC2A6	0.496929948187418	0.00318202717478717	0.016	0.013	1
EEF1AKMT4	0.739163920614099	0.00318202717478717	0.015	0.013	1
APPL1	0.357585995397584	0.00316583952758026	0.188	0.171	1
DENND2D	0.638899563422349	0.00315953023999349	0.411	0.424	1
Z93930.2	0.613310718329881	0.0031558151985335	0.024	0.021	1
TNFRSF12A	0.794175860131636	0.0031558151985335	0.024	0.022	1
PCSK1N	0.290055817615588	0.00313126704178459	0.009	0.006	1
ZNF667-AS1	0.297290054992406	0.00313126704178459	0.01	0.007	1
LINC00910	0.302195698495238	0.00313126704178459	0.011	0.007	1
HOOK1	0.410096763715551	0.00313126704178459	0.011	0.008	1
CCDC120	0.410096763715551	0.00313126704178459	0.011	0.008	1
SCO2.1	0.410096763715551	0.00313126704178459	0.011	0.008	1
AC005363.2	0.691870126388801	0.00313126704178459	0.009	0.008	1
WDR19	0.865593739109302	0.00313126704178459	0.009	0.008	1
C10orf143	0.745439533602939	0.00313008047209221	0.033	0.031	1
WDR48	0.981514660826547	0.00310321254675132	0.109	0.109	1
CSKMT	0.744633544326599	0.00310272477863424	0.126	0.122	1
ZNF226	0.663960888114596	0.00307999156427057	0.053	0.049	1
FRY	0.510107205914958	0.00307999156427045	0.027	0.022	1
SAMD1	0.744320665144885	0.00307999156427045	0.027	0.025	1
HBEGF	0.234953558269451	0.00307999156427033	0.006	0.003	1
GVQW3	0.234953558269451	0.00307999156427033	0.006	0.003	1
IGHG4	0.234953558269451	0.00307999156427033	0.006	0.003	1
ZNF225	0.234953558269451	0.00307999156427033	0.006	0.003	1
PPP5D1	0.234953558269451	0.00307999156427033	0.006	0.003	1
TEF	0.234953558269451	0.00307999156427033	0.006	0.003	1
WBP2NL	0.234953558269451	0.00307999156427033	0.006	0.003	1
PRSS35	0.234953558269451	0.00307999156427033	0.006	0.003	1
AC100812.1	0.234953558269451	0.00307999156427033	0.006	0.003	1
AL121748.1	0.234953558269451	0.00307999156427033	0.006	0.003	1
AC008750.8	0.234953558269451	0.00307999156427033	0.006	0.003	1
MGAM	0.343475570161153	0.00307999156427033	0.004	0.002	1
GAB1	0.367069859336806	0.00307999156427033	0.005	0.003	1
AC069431.1	0.367069859336806	0.00307999156427033	0.005	0.003	1
AC133550.2	0.403363603068672	0.00305446279973372	0.015	0.012	1
PLEKHA8	0.520719675656513	0.00302940347775412	0.025	0.021	1
PTOV1	0.907129509645385	0.00301117554387366	0.115	0.117	1
CRYZL1	0.993659325553704	0.00300812925242905	0.074	0.075	1
CSPP1	0.730600283324128	0.00300650267943139	0.052	0.049	1
RAB4B	0.955763501568648	0.00300650267943139	0.054	0.054	1
C8orf58	0.409862946346375	0.00300301815854406	0.01	0.007	1
C19orf54	0.409862946346375	0.00300301815854406	0.01	0.007	1
ZCCHC24	0.54392922375045	0.00300301815854406	0.009	0.007	1
NECTIN1	0.705646422598929	0.00300301815854406	0.009	0.007	1
SERPINE1	0.889505882989302	0.00300301815854406	0.008	0.007	1
SNX27	0.601442734445107	0.00298287118348219	0.067	0.062	1
ZNF783	0.566474764605738	0.00297830871299564	0.02	0.017	1
AC093157.1	0.675443760062139	0.00297830871299564	0.019	0.017	1
LYZ	0.811755350872081	0.00297830871299564	0.017	0.016	1
IGF2BP2	0.0976229949078411	0.00295105081236726	0.005	0.001	1
BASP1	0.0976229949078411	0.00295105081236726	0.005	0.001	1
AL133551.1	0.0976229949078411	0.00295105081236726	0.005	0.001	1
AL358852.1	0.208904908215007	0.00295105081236726	0.005	0.002	1
GASAL1	0.208904908215007	0.00295105081236726	0.005	0.002	1
AC142472.1	0.208904908215007	0.00295105081236726	0.005	0.002	1
AC068473.5	0.208904908215007	0.00295105081236726	0.005	0.002	1
AL109767.1	0.208904908215007	0.00295105081236726	0.005	0.002	1
FAM66B	0.208904908215007	0.00295105081236726	0.005	0.002	1
CYBB	0.342908105085143	0.00295105081236726	0.004	0.002	1
OSGEPL1-AS1	0.342908105085143	0.00295105081236726	0.004	0.002	1
MPIG6B	0.342908105085143	0.00295105081236726	0.004	0.002	1
NECTIN2	0.54698917449072	0.00295105081236726	0.003	0.002	1
APIP	0.769973797483415	0.00294288317987797	0.129	0.125	1
PSMG3-AS1	0.405782050954659	0.00292669961946199	0.015	0.011	1
CCDC102B	0.631946413457435	0.00292669961946199	0.014	0.012	1
PDGFA	0.771728514610172	0.00292669961946199	0.013	0.012	1
TRBV11-2	0.21170041266537	0.00291441494331116	0.011	0.007	1
FAM161B	0.613452804867127	0.00290279656070593	0.024	0.021	1
TMED1	0.920777881988718	0.0028882186228447	0.076	0.075	1
RPL6	0.944024734860644	0.00287980523632791	0.999	0.995	1
LATS2	0.620756771447151	0.00287932937838596	0.031	0.027	1
NCKAP1	0.408573676254356	0.00287456839181441	0.009	0.007	1
EFNA5	0.408573676254356	0.00287456839181441	0.009	0.007	1
PAK6	0.408573676254356	0.00287456839181441	0.009	0.007	1
HIST2H4B	0.408573676254356	0.00287456839181441	0.009	0.007	1
BLK	0.549166511258426	0.00287456839181441	0.009	0.007	1
CRIP2	0.549166511258426	0.00287456839181441	0.009	0.007	1
C1QA	0.7367604574032	0.00287456839181441	0.007	0.006	1
LINC01215	0.915850475858918	0.00287456839181441	0.007	0.007	1
FAM135A	0.48046892410831	0.00285102762509032	0.019	0.015	1
AP002360.1	0.687496646545906	0.00285102762509032	0.018	0.016	1
ATP6V1E2	0.940273729067893	0.00285102762509032	0.016	0.016	1
TOP3B	0.570465076213504	0.0028279182600191	0.028	0.025	1
RGS13	0.173558914984856	0.00282190706597362	0.004	0.001	1
ROPN1L	0.173558914984856	0.00282190706597362	0.004	0.001	1
LOXL2	0.173558914984856	0.00282190706597362	0.004	0.001	1
AC104958.2	0.173558914984856	0.00282190706597362	0.004	0.001	1
COL13A1	0.173558914984856	0.00282190706597362	0.004	0.001	1
PLPP2	0.173558914984856	0.00282190706597362	0.004	0.001	1
AC006942.1	0.173558914984856	0.00282190706597362	0.004	0.001	1
TTTY14	0.173558914984856	0.00282190706597362	0.004	0.001	1
IL10RB-DT	0.173558914984856	0.00282190706597362	0.004	0.001	1
ZFR2	0.173558914984856	0.00282190706597362	0.004	0.001	1
AF196972.1	0.173558914984856	0.00282190706597362	0.004	0.001	1
AL590006.1	0.173558914984856	0.00282190706597362	0.004	0.001	1
CAMTA1-DT	0.304926582769646	0.00282190706597362	0.003	0.001	1
EFNA1	0.304926582769646	0.00282190706597362	0.003	0.001	1
ANKRD20A4	0.304926582769646	0.00282190706597362	0.003	0.001	1
AC009118.3	0.304926582769646	0.00282190706597362	0.003	0.001	1
KIF4A	0.304926582769646	0.00282190706597362	0.003	0.001	1
ADGRA2	0.524130946567013	0.00282190706597362	0.003	0.001	1
EXPH5	0.524130946567013	0.00282190706597362	0.003	0.001	1
SYNE4	0.524130946567013	0.00282190706597362	0.003	0.001	1
TCTEX1D2	0.899012746786246	0.00281142704002966	0.056	0.058	1
YBX1	0.543835213645212	0.00280804220144093	0.756	0.787	1
CYB5D2	0.970020160468288	0.00280522854564402	0.034	0.034	1
NEIL1	0.521653966948564	0.00279873716781647	0.013	0.01	1
NACC2	0.605052727076884	0.00275366586322584	0.033	0.029	1
EEF1D	0.866443504871829	0.00275137929093128	0.967	0.97	1
ZNF763	0.401588343313416	0.0027459172681803	0.008	0.005	1
SPI1	0.40589807556188	0.0027459172681803	0.009	0.006	1
DHRS11	0.40589807556188	0.0027459172681803	0.009	0.006	1
AL590764.2	0.40589807556188	0.0027459172681803	0.009	0.006	1
ZEB2-AS1	0.553815241089405	0.0027459172681803	0.008	0.006	1
IER2	0.000123020341493083	0.00274383499984054	0.782	0.754	1
APOLD1	0.868265008684706	0.00273174151721955	0.038	0.039	1
AC068338.2	0.486423065409363	0.00272354885866093	0.018	0.014	1
GDAP1	0.82840705923631	0.00272354885866093	0.016	0.015	1
GPKOW	0.934384424279448	0.00271844558976204	0.07	0.069	1
AC007364.1	0.124893713175157	0.00269255984426392	0.003	0.001	1
ZNF660	0.124893713175157	0.00269255984426392	0.003	0.001	1
ACTRT3	0.124893713175157	0.00269255984426392	0.003	0.001	1
GUCY1B1	0.124893713175157	0.00269255984426392	0.003	0.001	1
MRPS30-DT	0.124893713175157	0.00269255984426392	0.003	0.001	1
MAP1B	0.124893713175157	0.00269255984426392	0.003	0.001	1
THBS4	0.124893713175157	0.00269255984426392	0.003	0.001	1
PDK4	0.124893713175157	0.00269255984426392	0.003	0.001	1
C9orf116	0.124893713175157	0.00269255984426392	0.003	0.001	1
ZDHHC1	0.124893713175157	0.00269255984426392	0.003	0.001	1
AC011825.4	0.124893713175157	0.00269255984426392	0.003	0.001	1
COL6A1	0.124893713175157	0.00269255984426392	0.003	0.001	1
LINC02580	0.124893713175157	0.00269255984426392	0.003	0.001	1
HAS3	0.124893713175157	0.00269255984426392	0.003	0.001	1
LINC02175	0.124893713175157	0.00269255984426392	0.003	0.001	1
LINC01973	0.124893713175157	0.00269255984426392	0.003	0.001	1
SOD2.1	0.124893713175157	0.00269255984426392	0.003	0.001	1
AC106864.1	0.124893713175157	0.00269255984426392	0.003	0.001	1
RARRES2	0.241288646980692	0.00269255984426392	0.003	0.001	1
CLMN	0.241288646980692	0.00269255984426392	0.003	0.001	1
AC109347.1	0.241288646980692	0.00269255984426392	0.003	0.001	1
FAM149B1	0.521556766259812	0.00267057497717988	0.013	0.01	1
AC023157.3	0.654384607740193	0.00267057497717988	0.012	0.01	1
DMKN	0.804436198220098	0.00267057497717988	0.011	0.01	1
STK26	0.891230369829708	0.00266622699040649	0.113	0.115	1
NUAK2	0.665602400683436	0.0026489953224777	0.02	0.017	1
GNAL	0.370902086836674	0.00262780977949143	0.025	0.02	1
SYNGAP1-AS1	0.165795410722649	0.00261706431273522	0.008	0.004	1
AP003068.2	0.270103458279438	0.00261706431273522	0.008	0.004	1
CAPN5	0.270103458279438	0.00261706431273522	0.008	0.004	1
AC138150.1	0.270103458279438	0.00261706431273522	0.008	0.004	1
RTKN	0.401365922842018	0.00261706431273522	0.008	0.005	1
FHIT	0.401365922842018	0.00261706431273522	0.008	0.005	1
DMXL2	0.401365922842018	0.00261706431273522	0.008	0.005	1
VSIG8	0.401365922842018	0.00261706431273522	0.008	0.005	1
CUBN	0.401365922842018	0.00261706431273522	0.008	0.005	1
ZNF223	0.557574274342961	0.00261706431273522	0.007	0.005	1
ZKSCAN4	0.602946003735503	0.00259587195179317	0.016	0.014	1
CENPU	0.726619002590327	0.00259587195179317	0.015	0.014	1
LYPLA1	0.987501646306525	0.00259237799895201	0.195	0.194	1
CROCC	0.774575185636525	0.00258657861697295	0.049	0.046	1
BRPF3	0.876790675526022	0.00257506855430041	0.025	0.024	1
HAUS4	0.985194851213238	0.00256651273398981	0.056	0.056	1
COL16A1	0.0596283039895894	0.00256300866488955	0.003	0	1
EMILIN1	0.0596283039895894	0.00256300866488955	0.003	0	1
TMEM37	0.0596283039895894	0.00256300866488955	0.003	0	1
RAPH1	0.0596283039895894	0.00256300866488955	0.003	0	1
TDGF1	0.0596283039895894	0.00256300866488955	0.003	0	1
DENND6A-DT	0.0596283039895894	0.00256300866488955	0.003	0	1
FSTL1	0.0596283039895894	0.00256300866488955	0.003	0	1
TMCC1-AS1	0.0596283039895894	0.00256300866488955	0.003	0	1
MRAS	0.0596283039895894	0.00256300866488955	0.003	0	1
SLC26A1	0.0596283039895894	0.00256300866488955	0.003	0	1
ARSJ	0.0596283039895894	0.00256300866488955	0.003	0	1
LINC02363	0.0596283039895894	0.00256300866488955	0.003	0	1
ATP6AP1L	0.0596283039895894	0.00256300866488955	0.003	0	1
RGMB	0.0596283039895894	0.00256300866488955	0.003	0	1
ATP6V1G2	0.0596283039895894	0.00256300866488955	0.003	0	1
CFB	0.0596283039895894	0.00256300866488955	0.003	0	1
TPD52L1	0.0596283039895894	0.00256300866488955	0.003	0	1
IL3RA	0.0596283039895894	0.00256300866488955	0.003	0	1
MID1	0.0596283039895894	0.00256300866488955	0.003	0	1
IQSEC2	0.0596283039895894	0.00256300866488955	0.003	0	1
LINC00891	0.0596283039895894	0.00256300866488955	0.003	0	1
THY1	0.0596283039895894	0.00256300866488955	0.003	0	1
ST14	0.0596283039895894	0.00256300866488955	0.003	0	1
RBP4	0.0596283039895894	0.00256300866488955	0.003	0	1
TNS2	0.0596283039895894	0.00256300866488955	0.003	0	1
DCN	0.0596283039895894	0.00256300866488955	0.003	0	1
IGF1	0.0596283039895894	0.00256300866488955	0.003	0	1
KCTD12	0.0596283039895894	0.00256300866488955	0.003	0	1
PGF	0.0596283039895894	0.00256300866488955	0.003	0	1
MEG3	0.0596283039895894	0.00256300866488955	0.003	0	1
TNFAIP2	0.0596283039895894	0.00256300866488955	0.003	0	1
ZNF843	0.0596283039895894	0.00256300866488955	0.003	0	1
TLCD2	0.0596283039895894	0.00256300866488955	0.003	0	1
CCL14	0.0596283039895894	0.00256300866488955	0.003	0	1
GNG7	0.0596283039895894	0.00256300866488955	0.003	0	1
AC005614.1	0.0596283039895894	0.00256300866488955	0.003	0	1
LINC01144	0.0596283039895894	0.00256300866488955	0.003	0	1
AC012510.1	0.0596283039895894	0.00256300866488955	0.003	0	1
FGG	0.0596283039895894	0.00256300866488955	0.003	0	1
KCNE5	0.0596283039895894	0.00256300866488955	0.003	0	1
