	p_val	avg_logFC	pct.1	pct.2	p_val_adj
FOXP3	0.503809497170721	0.00200200267067297	0.002	0	1
KIF4A	0.503809497170721	0.00200200267067297	0.002	0	1
AP003469.4	0.503809497170721	0.00200200267067297	0.002	0	1
AL358781.1	0.503809497170721	0.00200200267067297	0.002	0	1
MIR210HG	0.503809497170721	0.00200200267067297	0.002	0	1
USP35	0.503809497170721	0.00200200267067297	0.002	0	1
CAPN3	0.503809497170721	0.00200200267067297	0.002	0	1
AC107871.1	0.503809497170721	0.00200200267067297	0.002	0	1
PKMYT1	0.503809497170721	0.00200200267067297	0.002	0	1
AC106886.5	0.503809497170721	0.00200200267067297	0.002	0	1
HAS3	0.503809497170721	0.00200200267067297	0.002	0	1
C16orf46	0.503809497170721	0.00200200267067297	0.002	0	1
KCNAB3	0.503809497170721	0.00200200267067297	0.002	0	1
AC060766.4	0.503809497170721	0.00200200267067297	0.002	0	1
RDM1	0.503809497170721	0.00200200267067297	0.002	0	1
AC009283.1	0.503809497170721	0.00200200267067297	0.002	0	1
C17orf53	0.503809497170721	0.00200200267067297	0.002	0	1
SKA1	0.503809497170721	0.00200200267067297	0.002	0	1
DNMT3B	0.503809497170721	0.00200200267067297	0.002	0	1
SLC12A5	0.503809497170721	0.00200200267067297	0.002	0	1
AC011498.1	0.503809497170721	0.00200200267067297	0.002	0	1
AC008752.2	0.503809497170721	0.00200200267067297	0.002	0	1
ZNF571-AS1	0.503809497170721	0.00200200267067297	0.002	0	1
CEACAM6	0.503809497170721	0.00200200267067297	0.002	0	1
LMTK3	0.503809497170721	0.00200200267067297	0.002	0	1
AC005261.2	0.503809497170721	0.00200200267067297	0.002	0	1
RTN4R	0.503809497170721	0.00200200267067297	0.002	0	1
CYP2D6	0.503809497170721	0.00200200267067297	0.002	0	1
RIBC2	0.503809497170721	0.00200200267067297	0.002	0	1
AC053527.1	0.503809497170721	0.00200200267067297	0.002	0	1
PPT2-EGFL8	0.503809497170721	0.00200200267067297	0.002	0	1
Z84485.1	0.503809497170721	0.00200200267067297	0.002	0	1
MDGA1	0.503809497170721	0.00200200267067297	0.002	0	1
LINC00894	0.503809497170721	0.00200200267067297	0.002	0	1
ZNF252P-AS1	0.503809497170721	0.00200200267067297	0.002	0	1
AC025423.4	0.503809497170721	0.00200200267067297	0.002	0	1
AC109460.1	0.503809497170721	0.00200200267067297	0.002	0	1
AC240565.1	0.503809497170721	0.00200200267067297	0.002	0	1
MEIOC	0.503809497170721	0.00200200267067297	0.002	0	1
HSF5	0.503809497170721	0.00200200267067297	0.002	0	1
LINC01841	0.503809497170721	0.00200200267067297	0.002	0	1
VSIG10L	0.503809497170721	0.00200200267067297	0.002	0	1
AC104187.1	0.503809497170721	0.00200200267067297	0.002	0	1
ZBED8	0.503809497170721	0.00200200267067297	0.002	0	1
AL133415.1	0.503809497170721	0.00200200267067297	0.002	0	1
LRRC63	0.503809497170721	0.00200200267067297	0.002	0	1
SALL2	0.503809497170721	0.00200200267067297	0.002	0	1
SLC10A1	0.503809497170721	0.00200200267067297	0.002	0	1
LKAAEAR1	0.503809497170721	0.00200200267067297	0.002	0	1
TIGD4	0.503809497170721	0.00200200267067297	0.002	0	1
KLHL4	0.503809497170721	0.00200200267067297	0.002	0	1
FIGNL2	0.503809497170721	0.00200200267067297	0.002	0	1
AC079313.2	0.503809497170721	0.00200200267067297	0.002	0	1
ATP2A1	0.503809497170721	0.00200200267067297	0.002	0	1
TEPP	0.503809497170721	0.00200200267067297	0.002	0	1
AC004771.3	0.503809497170721	0.00200200267067297	0.002	0	1
ZNF132	0.503809497170721	0.00200200267067297	0.002	0	1
AL139423.1	0.503809497170721	0.00200200267067297	0.002	0	1
ALG1L2	0.503809497170721	0.00200200267067297	0.002	0	1
AC234772.2	0.503809497170721	0.00200200267067297	0.002	0	1
AL355922.2	0.503809497170721	0.00200200267067297	0.002	0	1
TRBV30	0.503809497170721	0.00200200267067297	0.002	0	1
AL121748.1	0.503809497170721	0.00200200267067297	0.002	0	1
TRAV8-4	0.503809497170721	0.00200200267067297	0.002	0	1
AC024267.6	0.503809497170721	0.00200200267067297	0.002	0	1
AC114763.1	0.503809497170721	0.00200200267067297	0.002	0	1
C7orf25	0.503809497170721	0.00200200267067297	0.002	0	1
CASTOR2	0.503809497170721	0.00200200267067297	0.002	0	1
RAB19	0.503809497170721	0.00200200267067297	0.002	0	1
GVQW2	0.503809497170721	0.00200200267067297	0.002	0	1
GAL3ST2	0.503809497170721	0.00200200267067297	0.002	0	1
HDAC11-AS1	0.503809497170721	0.00200200267067297	0.002	0	1
MSH5-SAPCD1	0.503809497170721	0.00200200267067297	0.002	0	1
AP001610.1	0.503809497170721	0.00200200267067297	0.002	0	1
AC134772.1	0.503809497170721	0.00200200267067297	0.002	0	1
Z82188.2	0.503809497170721	0.00200200267067297	0.002	0	1
AC233976.1	0.503809497170721	0.00200200267067297	0.002	0	1
CD81-AS1	0.503809497170721	0.00200200267067297	0.002	0	1
AC004253.1	0.503809497170721	0.00200200267067297	0.002	0	1
AL163973.2	0.503809497170721	0.00200200267067297	0.002	0	1
TRBV6-5	0.503809497170721	0.00200200267067297	0.002	0	1
TRBV12-3	0.503809497170721	0.00200200267067297	0.002	0	1
SBDS	0.791862615531855	0.00184574046237007	0.309	0.316	1
NME3	0.647200076290438	0.00182016795792542	0.178	0.196	1
INO80E	0.756436534719304	0.0018140150773005	0.162	0.173	1
PHF14	0.822452628635553	0.00180743121369181	0.126	0.133	1
ZNF580	0.718028514455699	0.00180036944083388	0.098	0.089	1
GOLT1B	0.768231804746506	0.00180036944083388	0.094	0.102	1
NQO2	0.97364085504856	0.00180036944083388	0.094	0.093	1
GLE1	0.844614687656542	0.00179277576332973	0.058	0.062	1
SNAPC2	0.844614687656542	0.00179277576332973	0.058	0.062	1
PSMG4	0.903712808407919	0.00179277576332973	0.06	0.058	1
CFAP97D2	0.354458255394697	0.00178458773341062	0.024	0.013	1
OXSM	0.602379334813489	0.00178458773341062	0.024	0.018	1
ZNF649	0.602379334813489	0.00178458773341062	0.024	0.018	1
FAM216A	0.713995286899498	0.00178458773341062	0.022	0.018	1
ZNF573	0.852465615330141	0.00178458773341062	0.02	0.022	1
ZNF596	0.855519455823611	0.00178458773341062	0.02	0.022	1
SLC35A3	0.881299605648515	0.00178458773341062	0.024	0.022	1
ATXN7L2	0.881299605648515	0.00178458773341062	0.024	0.022	1
CHCHD6	0.881299605648515	0.00178458773341062	0.024	0.022	1
PPIL1	0.881299605648515	0.00178458773341062	0.024	0.022	1
TRAM2	0.881299605648515	0.00178458773341062	0.024	0.022	1
C8orf82	0.881299605648515	0.00178458773341062	0.024	0.022	1
LIPC	0.881299605648515	0.00178458773341062	0.024	0.022	1
KCTD11	0.881299605648515	0.00178458773341062	0.024	0.022	1
ZNF77	0.881299605648515	0.00178458773341062	0.024	0.022	1
ZSCAN16	0.991578204821048	0.00178458773341062	0.022	0.022	1
ZKSCAN8	0.991578204821048	0.00178458773341062	0.022	0.022	1
ZFP82	0.991578204821048	0.00178458773341062	0.022	0.022	1
AC025171.2	0.991578204821048	0.00178458773341062	0.022	0.022	1
AC010654.1	0.991578204821048	0.00178458773341062	0.022	0.022	1
UBE2F	0.93547073763146	0.00165592203043036	0.222	0.227	1
PTP4A2	0.854494606872879	0.00162879871037958	0.497	0.524	1
CFDP1	0.555015804763516	0.00162025042324254	0.14	0.16	1
PCF11	0.866845290115216	0.00162025042324254	0.142	0.138	1
ISY1	0.915363975215045	0.00162025042324254	0.15	0.147	1
R3HDM1	0.875087974469694	0.00159208259934569	0.076	0.08	1
RFFL	0.94325469310849	0.00159208259934569	0.078	0.08	1
THAP4	0.989903533279058	0.00159208259934569	0.08	0.08	1
TMEM39B	0.798530384796296	0.0015763801913811	0.04	0.044	1
ADAMTS10	0.893733863617238	0.0015763801913811	0.042	0.044	1
GPN2	0.898225886980344	0.0015763801913811	0.042	0.04	1
HIST1H2AM	0.901745159708483	0.0015763801913811	0.042	0.04	1
THOC5	0.922107093861644	0.0015763801913811	0.046	0.044	1
SLC36A4	0.987523105487745	0.0015763801913811	0.044	0.044	1
APPL2	0.987523105487745	0.0015763801913811	0.044	0.044	1
NECTIN2	0.565698873128303	0.00155942687234465	0.002	0.004	1
LINC00115	0.793568676528508	0.00155942687234465	0.006	0.004	1
SYNC	0.793568676528508	0.00155942687234465	0.006	0.004	1
LRRC8C-DT	0.793568676528508	0.00155942687234465	0.006	0.004	1
AL356488.3	0.793568676528508	0.00155942687234465	0.006	0.004	1
SLC22A15	0.793568676528508	0.00155942687234465	0.006	0.004	1
ATP1B1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SMYD5	0.793568676528508	0.00155942687234465	0.006	0.004	1
PLGLB1	0.793568676528508	0.00155942687234465	0.006	0.004	1
CD302	0.793568676528508	0.00155942687234465	0.006	0.004	1
IDH1-AS1	0.793568676528508	0.00155942687234465	0.006	0.004	1
TM4SF1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SLC49A3	0.793568676528508	0.00155942687234465	0.006	0.004	1
SLC9B1	0.793568676528508	0.00155942687234465	0.006	0.004	1
ROPN1L	0.793568676528508	0.00155942687234465	0.006	0.004	1
SMN1	0.793568676528508	0.00155942687234465	0.006	0.004	1
NREP	0.793568676528508	0.00155942687234465	0.006	0.004	1
CDKL3	0.793568676528508	0.00155942687234465	0.006	0.004	1
HIST1H2BE	0.793568676528508	0.00155942687234465	0.006	0.004	1
IER3-AS1	0.793568676528508	0.00155942687234465	0.006	0.004	1
CUL7	0.793568676528508	0.00155942687234465	0.006	0.004	1
MARCKS	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZC3H12D	0.793568676528508	0.00155942687234465	0.006	0.004	1
TIAM2	0.793568676528508	0.00155942687234465	0.006	0.004	1
PEG10	0.793568676528508	0.00155942687234465	0.006	0.004	1
PDK4	0.793568676528508	0.00155942687234465	0.006	0.004	1
CLDN15	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC007032.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC093673.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
CTPS2	0.793568676528508	0.00155942687234465	0.006	0.004	1
GPRASP1	0.793568676528508	0.00155942687234465	0.006	0.004	1
NAT1	0.793568676528508	0.00155942687234465	0.006	0.004	1
CLU	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF703	0.793568676528508	0.00155942687234465	0.006	0.004	1
GASAL1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SLC45A4	0.793568676528508	0.00155942687234465	0.006	0.004	1
TOP1MT	0.793568676528508	0.00155942687234465	0.006	0.004	1
SPAG8	0.793568676528508	0.00155942687234465	0.006	0.004	1
AP006621.3	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC044839.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SPI1	0.793568676528508	0.00155942687234465	0.006	0.004	1
RBM14-RBM4	0.793568676528508	0.00155942687234465	0.006	0.004	1
PLEKHB1	0.793568676528508	0.00155942687234465	0.006	0.004	1
CDNF	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC069544.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
RAD51AP1	0.793568676528508	0.00155942687234465	0.006	0.004	1
CLEC12A	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC024909.2	0.793568676528508	0.00155942687234465	0.006	0.004	1
ACACB	0.793568676528508	0.00155942687234465	0.006	0.004	1
AL136962.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
NDRG2	0.793568676528508	0.00155942687234465	0.006	0.004	1
TGFB3	0.793568676528508	0.00155942687234465	0.006	0.004	1
MOK	0.793568676528508	0.00155942687234465	0.006	0.004	1
CRIP2	0.793568676528508	0.00155942687234465	0.006	0.004	1
INAFM2	0.793568676528508	0.00155942687234465	0.006	0.004	1
CATSPER2	0.793568676528508	0.00155942687234465	0.006	0.004	1
SNX22	0.793568676528508	0.00155942687234465	0.006	0.004	1
SLC24A1	0.793568676528508	0.00155942687234465	0.006	0.004	1
LINC01569	0.793568676528508	0.00155942687234465	0.006	0.004	1
NPIPB2	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF747	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC002310.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
RPGRIP1L	0.793568676528508	0.00155942687234465	0.006	0.004	1
TRPV3	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZFP3	0.793568676528508	0.00155942687234465	0.006	0.004	1
SLC16A11	0.793568676528508	0.00155942687234465	0.006	0.004	1
PEX12	0.793568676528508	0.00155942687234465	0.006	0.004	1
ARL17A	0.793568676528508	0.00155942687234465	0.006	0.004	1
NGFR	0.793568676528508	0.00155942687234465	0.006	0.004	1
TK1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC132872.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SPIRE1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC093462.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC068473.5	0.793568676528508	0.00155942687234465	0.006	0.004	1
SPTLC3	0.793568676528508	0.00155942687234465	0.006	0.004	1
UBE2C	0.793568676528508	0.00155942687234465	0.006	0.004	1
CFD	0.793568676528508	0.00155942687234465	0.006	0.004	1
HSD11B1L	0.793568676528508	0.00155942687234465	0.006	0.004	1
CD3EAP	0.793568676528508	0.00155942687234465	0.006	0.004	1
C19orf73	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF415	0.793568676528508	0.00155942687234465	0.006	0.004	1
BRSK1	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF784	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF667-AS1	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF547	0.793568676528508	0.00155942687234465	0.006	0.004	1
WBP2NL	0.793568676528508	0.00155942687234465	0.006	0.004	1
AF129075.2	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC240274.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC034231.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
HIST1H3B	0.793568676528508	0.00155942687234465	0.006	0.004	1
HIST1H2BM	0.793568676528508	0.00155942687234465	0.006	0.004	1
ELOVL4	0.793568676528508	0.00155942687234465	0.006	0.004	1
MORF4L2-AS1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SCN8A	0.793568676528508	0.00155942687234465	0.006	0.004	1
AL136038.3	0.793568676528508	0.00155942687234465	0.006	0.004	1
CALML4	0.793568676528508	0.00155942687234465	0.006	0.004	1
ADPGK-AS1	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF19	0.793568676528508	0.00155942687234465	0.006	0.004	1
MAPT	0.793568676528508	0.00155942687234465	0.006	0.004	1
AL117379.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC011445.2	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC010331.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC011450.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC011468.5	0.793568676528508	0.00155942687234465	0.006	0.004	1
CHKB-DT	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC112907.3	0.793568676528508	0.00155942687234465	0.006	0.004	1
LINC00484	0.793568676528508	0.00155942687234465	0.006	0.004	1
C11orf65	0.793568676528508	0.00155942687234465	0.006	0.004	1
AP000977.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC145285.6	0.793568676528508	0.00155942687234465	0.006	0.004	1
TUBB3	0.793568676528508	0.00155942687234465	0.006	0.004	1
ADORA2A	0.793568676528508	0.00155942687234465	0.006	0.004	1
LINC02391	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC099850.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
RGPD6	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC006299.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
TDRD9	0.793568676528508	0.00155942687234465	0.006	0.004	1
AL589765.4	0.793568676528508	0.00155942687234465	0.006	0.004	1
ZNF670-ZNF695	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC008763.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
SOD2.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC131971.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
PIK3CD-AS1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC136475.2	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC123912.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC011632.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
TCAF2C	0.793568676528508	0.00155942687234465	0.006	0.004	1
AC008840.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
AL591368.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
WNT1	0.793568676528508	0.00155942687234465	0.006	0.004	1
NPIPB12	0.793568676528508	0.00155942687234465	0.006	0.004	1
SCO2.1	0.793568676528508	0.00155942687234465	0.006	0.004	1
EFNA1	0.935366059742749	0.00155942687234465	0.004	0.004	1
AL356512.1	0.935366059742749	0.00155942687234465	0.004	0.004	1
AC098487.1	0.935366059742749	0.00155942687234465	0.004	0.004	1
ARMCX4	0.935366059742749	0.00155942687234465	0.004	0.004	1
TESMIN	0.935366059742749	0.00155942687234465	0.004	0.004	1
INPP5A	0.935366059742749	0.00155942687234465	0.004	0.004	1
RLN2	0.935366059742749	0.00155942687234465	0.004	0.004	1
TMPO-AS1	0.935366059742749	0.00155942687234465	0.004	0.004	1
ZNF208	0.935366059742749	0.00155942687234465	0.004	0.004	1
TVP23C-CDRT4	0.935366059742749	0.00155942687234465	0.004	0.004	1
SNRPA	0.813378821437602	0.00142043824602348	0.13	0.138	1
PSMB10	0.366033254229847	0.0014080020592071	0.503	0.569	1
PMS1	0.929489321002383	0.00139941151052853	0.1	0.098	1
NCLN	0.90903503071053	0.00137680727675478	0.064	0.067	1
NKIRAS2	0.924349659484548	0.00137680727675478	0.064	0.062	1
CYB561	0.501628928145668	0.00135244110187754	0.026	0.018	1
CYB5D2	0.711109753555223	0.00135244110187754	0.022	0.027	1
SETD6	0.838120789580396	0.00135244110187754	0.024	0.027	1
TMEM42	0.91651599058719	0.00135244110187754	0.028	0.027	1
TJAP1	0.91651599058719	0.00135244110187754	0.028	0.027	1
G6PC3	0.91651599058719	0.00135244110187754	0.028	0.027	1
C17orf58	0.91651599058719	0.00135244110187754	0.028	0.027	1
PPAN	0.91651599058719	0.00135244110187754	0.028	0.027	1
FBP1	0.965711648044098	0.00135244110187754	0.026	0.027	1
PIGL	0.965711648044098	0.00135244110187754	0.026	0.027	1
DEK	0.352257592814432	0.00133688791386233	0.423	0.489	1
MCTS1	0.559439156856057	0.00121429093242385	0.112	0.129	1
NABP2	0.852652012101585	0.00118534276411718	0.084	0.089	1
ZBTB25	0.852652012101585	0.00118534276411718	0.084	0.089	1
CYTH2	0.981622319289984	0.00118534276411718	0.088	0.089	1
SEPT1	0.414603048233006	0.00115418574833365	0.379	0.431	1
CBR4	0.752995093217452	0.00115418574833342	0.05	0.044	1
WDFY2	0.752995093217452	0.00115418574833342	0.05	0.044	1
THOC6	0.752995093217452	0.00115418574833342	0.05	0.044	1
ZNF318	0.78393726501513	0.00115418574833342	0.044	0.049	1
CWF19L1	0.83606101663232	0.00115418574833342	0.048	0.044	1
TOGARAM1	0.923380013115521	0.00115418574833342	0.046	0.044	1
ZMYM1	0.945120125611278	0.00115418574833342	0.05	0.049	1
SIAH1	0.945120125611278	0.00115418574833342	0.05	0.049	1
AC008124.1	0.968261573577937	0.00115418574833342	0.048	0.049	1
FAM214A	0.968261573577937	0.00115418574833342	0.048	0.049	1
RRP36	0.986663785416746	0.00115418574833342	0.044	0.044	1
AC024257.3	0.448440361931339	0.00112055704286725	0.01	0.004	1
NEK3	0.448440361931339	0.00112055704286725	0.01	0.004	1
ZNF436	0.886510093804646	0.00112055704286725	0.01	0.009	1
DHCR24	0.886510093804646	0.00112055704286725	0.01	0.009	1
NPL	0.886510093804646	0.00112055704286725	0.01	0.009	1
FLVCR1-DT	0.886510093804646	0.00112055704286725	0.01	0.009	1
KHK	0.886510093804646	0.00112055704286725	0.01	0.009	1
KCNK12	0.886510093804646	0.00112055704286725	0.01	0.009	1
TIGD1	0.886510093804646	0.00112055704286725	0.01	0.009	1
AC062017.1	0.886510093804646	0.00112055704286725	0.01	0.009	1
AC093495.1	0.886510093804646	0.00112055704286725	0.01	0.009	1
ZNF620	0.886510093804646	0.00112055704286725	0.01	0.009	1
ZNF502	0.886510093804646	0.00112055704286725	0.01	0.009	1
ZNF717	0.886510093804646	0.00112055704286725	0.01	0.009	1
ARL6	0.886510093804646	0.00112055704286725	0.01	0.009	1
UBTD2	0.886510093804646	0.00112055704286725	0.01	0.009	1
AFG1L	0.886510093804646	0.00112055704286725	0.01	0.009	1
RSPH3	0.886510093804646	0.00112055704286725	0.01	0.009	1
ZNF117	0.886510093804646	0.00112055704286725	0.01	0.009	1
AC006333.2	0.886510093804646	0.00112055704286725	0.01	0.009	1
CCDC120	0.886510093804646	0.00112055704286725	0.01	0.009	1
OPHN1	0.886510093804646	0.00112055704286725	0.01	0.009	1
HAUS7	0.886510093804646	0.00112055704286725	0.01	0.009	1
E2F5	0.886510093804646	0.00112055704286725	0.01	0.009	1
SPATA6L	0.886510093804646	0.00112055704286725	0.01	0.009	1
TPM2	0.886510093804646	0.00112055704286725	0.01	0.009	1
RORB	0.886510093804646	0.00112055704286725	0.01	0.009	1
PNPLA7	0.886510093804646	0.00112055704286725	0.01	0.009	1
SERPINH1	0.886510093804646	0.00112055704286725	0.01	0.009	1
AL450326.1	0.886510093804646	0.00112055704286725	0.01	0.009	1
COL13A1	0.886510093804646	0.00112055704286725	0.01	0.009	1
AGAP5	0.886510093804646	0.00112055704286725	0.01	0.009	1
AC006064.4	0.886510093804646	0.00112055704286725	0.01	0.009	1
LINC02361	0.886510093804646	0.00112055704286725	0.01	0.009	1
VASH1	0.886510093804646	0.00112055704286725	0.01	0.009	1
ADCK1	0.886510093804646	0.00112055704286725	0.01	0.009	1
LRRC37B	0.886510093804646	0.00112055704286725	0.01	0.009	1
SDCBP2-AS1	0.886510093804646	0.00112055704286725	0.01	0.009	1
MYL9	0.886510093804646	0.00112055704286725	0.01	0.009	1
ZNF223	0.886510093804646	0.00112055704286725	0.01	0.009	1
ZNF416	0.886510093804646	0.00112055704286725	0.01	0.009	1
HIST1H1B	0.886510093804646	0.00112055704286725	0.01	0.009	1
MCM3AP-AS1	0.886510093804646	0.00112055704286725	0.01	0.009	1
HIST2H4B	0.886510093804646	0.00112055704286725	0.01	0.009	1
AC123768.3	0.886510093804646	0.00112055704286725	0.01	0.009	1
AF001548.2	0.886510093804646	0.00112055704286725	0.01	0.009	1
AC091982.3	0.886510093804646	0.00112055704286725	0.01	0.009	1
MORN2	0.907535343040084	0.00112055704286725	0.008	0.009	1
OLFM2	0.907535343040084	0.00112055704286725	0.008	0.009	1
APOE	0.907535343040084	0.00112055704286725	0.008	0.009	1
AC090825.1	0.907535343040084	0.00112055704286725	0.008	0.009	1
RSBN1	0.943273956188025	0.00106873148767442	0.166	0.169	1
PSMB8-AS1	0.421111575617191	0.00103065728104129	0.271	0.307	1
EXOC4	0.868888727853087	0.00100150233708959	0.102	0.107	1
KRI1	0.933454807129588	0.00100150233708959	0.104	0.107	1
PMPCA	0.71357259475861	0.000964119858253079	0.07	0.062	1
THEM4	0.889794765016817	0.000964119858253079	0.068	0.071	1
GRAMD1A	0.908333088098227	0.000964119858253079	0.064	0.067	1
RBM34	0.943724951493289	0.000964119858253079	0.068	0.067	1
MEF2A	0.96821474604156	0.000964119858253079	0.07	0.071	1
CEP170	0.703704720062475	0.000923835450327707	0.032	0.027	1
MTIF2	0.703704720062475	0.000923835450327707	0.032	0.027	1
AMFR	0.703704720062475	0.000923835450327707	0.032	0.027	1
CAPN10	0.806442487852324	0.000923835450327707	0.03	0.027	1
MEF2C	0.828504736183637	0.000923835450327707	0.028	0.031	1
APBB3	0.828504736183637	0.000923835450327707	0.028	0.031	1
CDYL	0.828504736183637	0.000923835450327707	0.028	0.031	1
TXNL4B	0.828504736183637	0.000923835450327707	0.028	0.031	1
UGDH	0.943375230514438	0.000923835450327707	0.03	0.031	1
HYLS1	0.943375230514438	0.000923835450327707	0.03	0.031	1
FASTKD1	0.946589593275105	0.000923835450327707	0.032	0.031	1
NMB	0.946589593275105	0.000923835450327707	0.032	0.031	1
RAD51D	0.946589593275105	0.000923835450327707	0.032	0.031	1
ZNF569	0.946589593275105	0.000923835450327707	0.032	0.031	1
CD2BP2	0.442792912845121	0.000902497337256253	0.172	0.2	1
SUGT1	0.758260625852682	0.000902497337256253	0.184	0.196	1
PNISR	0.644038134507222	0.000751220769020455	0.401	0.436	1
C2orf74	0.604393490837641	0.000735378055480185	0.044	0.053	1
ZNF480	0.860170343722234	0.000735378055480185	0.05	0.053	1
SLC7A6	0.862152433208329	0.000735378055480185	0.052	0.049	1
ICK	0.864922186485748	0.000735378055480185	0.05	0.053	1
TMEM185B	0.946343140835075	0.000735378055480185	0.05	0.049	1
DFFA	0.950463152121787	0.000735378055480185	0.052	0.053	1
NRF1	0.950463152121787	0.000735378055480185	0.052	0.053	1
ACOT9	0.950463152121787	0.000735378055480185	0.052	0.053	1
RNF169	0.950463152121787	0.000735378055480185	0.052	0.053	1
GUK1	0.799217378579832	0.000710846907053475	0.575	0.609	1
LAMTOR2	0.661025190831118	0.00070004024366449	0.178	0.196	1
FANCD2	0.569222768214961	0.00068534678592606	0.014	0.009	1
CKMT2-AS1	0.569222768214961	0.00068534678592606	0.014	0.009	1
ZSCAN12	0.569222768214961	0.00068534678592606	0.014	0.009	1
TMEM63B	0.569222768214961	0.00068534678592606	0.014	0.009	1
DGKK	0.569222768214961	0.00068534678592606	0.014	0.009	1
SFXN2	0.696399467694123	0.00068534678592606	0.01	0.013	1
RAD52	0.698754238806783	0.00068534678592606	0.01	0.013	1
MYLK-AS1	0.712934678507382	0.00068534678592606	0.012	0.009	1
AL133338.1	0.886251171398084	0.00068534678592606	0.012	0.013	1
CD24	0.886251171398084	0.00068534678592606	0.012	0.013	1
GPAM	0.886251171398084	0.00068534678592606	0.012	0.013	1
ACP6	0.941706197997517	0.00068534678592606	0.014	0.013	1
PAIP2B	0.941706197997517	0.00068534678592606	0.014	0.013	1
METAP1D	0.941706197997517	0.00068534678592606	0.014	0.013	1
AC099778.1	0.941706197997517	0.00068534678592606	0.014	0.013	1
TIGD2	0.941706197997517	0.00068534678592606	0.014	0.013	1
CENPH	0.941706197997517	0.00068534678592606	0.014	0.013	1
SDHAF4	0.941706197997517	0.00068534678592606	0.014	0.013	1
CEP57L1	0.941706197997517	0.00068534678592606	0.014	0.013	1
FKBP14	0.941706197997517	0.00068534678592606	0.014	0.013	1
PNPLA4	0.941706197997517	0.00068534678592606	0.014	0.013	1
RNF122	0.941706197997517	0.00068534678592606	0.014	0.013	1
STK3	0.941706197997517	0.00068534678592606	0.014	0.013	1
AL158071.3	0.941706197997517	0.00068534678592606	0.014	0.013	1
AL441992.1	0.941706197997517	0.00068534678592606	0.014	0.013	1
WEE1	0.941706197997517	0.00068534678592606	0.014	0.013	1
ASRGL1	0.941706197997517	0.00068534678592606	0.014	0.013	1
PDSS1	0.941706197997517	0.00068534678592606	0.014	0.013	1
HOMEZ	0.941706197997517	0.00068534678592606	0.014	0.013	1
FAHD1	0.941706197997517	0.00068534678592606	0.014	0.013	1
ROGDI	0.941706197997517	0.00068534678592606	0.014	0.013	1
CIITA	0.941706197997517	0.00068534678592606	0.014	0.013	1
CENPBD1	0.941706197997517	0.00068534678592606	0.014	0.013	1
