	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CCDC24	0.084801951106344	0.0158425233602234	0.028	0.008	1
GAMT	0.084801951106344	0.0119889540442335	0.028	0.008	1
SOS1	0.0848167124431293	0.037711436018567	0.084	0.047	1
PEMT	0.0848167124431293	0.037711436018567	0.084	0.047	1
ATP11B	0.0848440171167392	-0.041182506451096	0.073	0.117	1
OVCA2	0.0848557024604744	-0.05714635744011	0.16	0.219	1
SET	0.0849910232969205	0.0872112327700431	0.512	0.457	1
PIK3R6	0.0852090865340344	0.0452021077477246	0.073	0.039	1
AEN	0.0852262537042841	-0.0316725066997885	0.01	0.031	1
TAF2	0.0853558133223222	-0.0422324232389348	0.052	0.09	1
METTL22	0.0854256072952647	0.0393409855372295	0.143	0.094	1
ARFIP1	0.0856029725499974	0.0358136450192611	0.143	0.094	1
MED21	0.0858218575958605	0.0333312275260059	0.063	0.031	1
ZNF761	0.0858346394417555	-0.0241536742857612	0.01	0.031	1
MPV17	0.0859171451913178	0.0341152338382147	0.195	0.137	1
COMMD8	0.0859971544725179	0.0571873835836869	0.181	0.129	1
SNRNP40	0.086049708727781	0.0457806440670143	0.157	0.105	1
MCTP2	0.0860745971067321	-0.0653439440843569	0.021	0.047	1
WDR11	0.0861391764546518	0.058095490243837	0.167	0.117	1
PLSCR3	0.0861572560253471	0.0439192339348354	0.132	0.086	1
CRYL1	0.0862084799646915	0.0485542364389841	0.174	0.121	1
VAPB	0.0862121938687428	-0.0534752104322682	0.059	0.098	1
GLCE	0.0862184856698841	0.0329693937484937	0.094	0.055	1
COPS9	0.08622422877068	0.0458639808727627	0.516	0.41	1
HNRNPLL	0.086299528856076	-0.0389266351044353	0.052	0.09	1
CCDC127	0.0864455570099024	-0.0203729514458552	0.01	0.031	1
ZNF354B	0.0864455570099024	-0.0203729514458552	0.01	0.031	1
SUPT3H	0.0864455570099024	-0.0203729514458552	0.01	0.031	1
FADS2	0.0864455570099024	-0.0203729514458552	0.01	0.031	1
ZNF768	0.0864455570099024	-0.0203729514458552	0.01	0.031	1
SDR39U1	0.0865537157905688	0.0331188456626187	0.118	0.074	1
ENOX2	0.0866062986970763	0.038239482498926	0.073	0.039	1
MFAP1	0.0866062986970763	0.038239482498926	0.073	0.039	1
RNF125	0.0866062986970763	0.038239482498926	0.073	0.039	1
SLC39A7	0.0868251387837497	-0.0642108259611431	0.07	0.109	1
QTRT1	0.0868945240653787	0.0300579021810368	0.063	0.031	1
MED14	0.0869219163305201	-0.0446248506420688	0.084	0.129	1
BMT2	0.0871382031277507	-0.0532688806936896	0.059	0.098	1
HOXA5	0.0872864360218744	-0.0217119844522337	0.01	0.031	1
ASNA1	0.0875125678546687	0.0582287791477331	0.24	0.18	1
PPP6R1	0.0875663567596332	-0.0927985660590951	0.146	0.195	1
SF3A3	0.0875770230651317	0.047182698611054	0.164	0.113	1
THOC3	0.087678126290708	0.0322987029118168	0.073	0.039	1
DNPH1	0.087785314083432	0.0467567860870467	0.206	0.148	1
S100PBP	0.0878526735762617	0.0350188677988838	0.073	0.039	1
TYMP	0.0879207403057771	-0.109518437356247	0.941	0.961	1
HERC2	0.0879644168881532	0.058095490243837	0.153	0.105	1
CMIP	0.0881290920804897	-0.078733305495191	0.251	0.309	1
CEP120	0.0884339990388175	0.0215559957962819	0.063	0.031	1
IL10RB	0.0887653539030717	0.0977745604287711	0.233	0.184	1
ATN1	0.0889184052826823	-0.0373437301439304	0.035	0.066	1
STN1	0.0889843448628207	0.0350188677988838	0.073	0.039	1
MRPS25	0.089000125852148	0.0438339497251552	0.15	0.102	1
MSRB2	0.0892680818785257	0.0429955174500959	0.24	0.176	1
JOSD2	0.0892809793666822	-0.0979556332785291	0.251	0.305	1
IGFLR1	0.0893535678565933	0.0469633763160636	0.254	0.191	1
C1orf123	0.089367649599101	0.0640133486540868	0.185	0.133	1
TMEM230	0.0893999425671518	0.0338035940912371	0.3	0.227	1
OGFOD3	0.0894181163709141	0.0418992973590418	0.122	0.078	1
CHRNE	0.0895776708264527	0.0273457457829682	0.094	0.055	1
PRCP	0.0896471526053559	0.064991064597359	0.296	0.23	1
MGAT4B	0.0897226056776994	-0.0317837475920551	0.052	0.09	1
TMEM131	0.0897656513505133	-0.0560358631560828	0.098	0.145	1
BCL2	0.0899028049721788	-0.0376121504918043	0.035	0.066	1
NSDHL	0.089998655483391	-0.032554121261366	0.021	0.047	1
AP001056.2	0.089998655483391	-0.032554121261366	0.021	0.047	1
LINC01588	0.0899987181109675	-0.0362509831426922	0.021	0.047	1
KIAA1468	0.0900210871018633	0.0408881181256433	0.108	0.066	1
PSMC3	0.0900308216904822	0.0498052484499582	0.258	0.195	1
GAPVD1	0.090231342960737	-0.05714635744011	0.115	0.164	1
FADD	0.0902790698288131	-0.0373437301439304	0.035	0.066	1
CCT3	0.0903114716468428	0.066981052640364	0.279	0.219	1
RBM4B	0.0903856665270473	0.0285463532932664	0.073	0.039	1
EXOC1	0.0904717499688222	0.0490670367342339	0.178	0.125	1
TLR1	0.0905592667987301	0.0595060958459873	0.181	0.129	1
HDAC1	0.0906133678076542	0.0456598784126196	0.174	0.121	1
SLC1A3	0.0906141522768688	-0.0486508010586217	0.035	0.066	1
CSF1R	0.0907173343700533	0.0936629108745961	0.659	0.648	1
CFAP298	0.0907880094973728	0.0348383868165773	0.146	0.098	1
CEP89	0.0909995743002833	-0.0288435418648304	0.021	0.047	1
ZBTB22	0.0909995743002833	-0.032554121261366	0.021	0.047	1
RAD23A	0.0910207576249809	-0.125403664348107	0.39	0.438	1
DAP3	0.0911152204206432	0.0453253743118252	0.233	0.172	1
KCNJ15	0.0915474661609792	-0.0479628231433368	0.021	0.047	1
BCL10	0.0916266179822998	0.0292433995879352	0.195	0.137	1
ARL6IP4	0.0916271974584231	0.0408444108767891	0.714	0.676	1
RIOK1	0.0916553990713416	-0.0300444276623188	0.035	0.066	1
TCEAL3	0.0917146423438233	-0.0464821749412976	0.059	0.098	1
C1orf122	0.0918825157000958	-0.131350638553047	0.171	0.223	1
ACSS1	0.0919502963350301	0.0225106965456538	0.063	0.031	1
PCNX1	0.0919629658423499	-0.0576858772805507	0.118	0.168	1
AATF	0.0919630503519089	0.0421253715811544	0.237	0.176	1
ATG16L1	0.0920083376732544	-0.025119142773848	0.021	0.047	1
CDC26	0.0920488406254038	-0.0503294717850866	0.181	0.242	1
SUZ12	0.0920589833835726	-0.0493468750052862	0.094	0.141	1
POLR2B	0.0922907273277672	-0.0530940402351622	0.105	0.152	1
NDUFS8	0.0925377127336028	0.0772603443974573	0.31	0.25	1
CHTOP	0.0926161900829545	0.0577250994773484	0.185	0.133	1
ATG14	0.0927928705012938	-0.0391841408119506	0.059	0.098	1
AURKA	0.0928823191593358	0.0316018387721176	0.045	0.02	1
RBM5	0.0929503318536963	0.06374783559432	0.23	0.172	1
UCK2	0.0930542299437339	-0.0254363835432161	0.021	0.047	1
UMAD1	0.0933362438482837	0.0435564879437354	0.087	0.051	1
GFER	0.09350365426236	0.0423667064537667	0.136	0.09	1
EPHX1	0.0935562916062489	0.0182933501614654	0.063	0.031	1
TP53INP2	0.0935801816890802	0.0657466369793568	0.164	0.117	1
PTAR1	0.0936512105230098	0.0361490466658736	0.098	0.059	1
VDAC2	0.0937104733533516	0.0667437108670979	0.432	0.355	1
CETN2	0.0937357920646972	0.0282850861461237	0.045	0.02	1
NAALADL1	0.0937357920646972	0.0282850861461237	0.045	0.02	1
CDC123	0.0939876029190603	-0.046863490484526	0.108	0.156	1
EVA1B	0.0940753110880898	-0.026683079959614	0.035	0.066	1
LAPTM5	0.0941500045257785	-0.0595871857829049	0.983	0.984	1
ADAM28	0.0943075900157983	-0.0453118997931071	0.038	0.07	1
CYP27A1	0.094367461331373	-0.0650640551768954	0.101	0.148	1
HUS1	0.0943690625217995	0.0535761013591015	0.125	0.082	1
PHF7	0.0945944318705071	0.0249572960534491	0.045	0.02	1
TMEM187	0.0945944318705071	0.0249572960534491	0.045	0.02	1
MAPKBP1	0.0945944318705071	0.0249572960534491	0.045	0.02	1
FAM210B	0.094796224850816	0.0362292680770113	0.108	0.066	1
LINC01506	0.0948932579443252	0.0341152338382146	0.087	0.051	1
COPE	0.0949883862824854	0.0907113954415943	0.631	0.609	1
MRPL27	0.0951428127387705	0.0641461696779527	0.226	0.172	1
CHD7	0.0951446822353684	-0.0220407945420779	0.021	0.047	1
ZNF407	0.0951446822353684	-0.0220407945420779	0.021	0.047	1
CSTB	0.0951527743168956	-0.318176674635557	0.861	0.867	1
DISC1	0.0953525920616982	-0.0376121504918043	0.038	0.07	1
TMED8	0.0953525920616982	-0.0376121504918043	0.038	0.07	1
SEPT10	0.0953526329712783	-0.0412287909619928	0.038	0.07	1
ARRB1	0.0955133842847813	0.0510492522571926	0.24	0.18	1
LYPLA1	0.0958441582195984	0.0600486158647191	0.247	0.188	1
TANGO2	0.0958496352844153	0.0398459085471996	0.16	0.109	1
ASXL1	0.0963895309093962	-0.0466461228062439	0.111	0.16	1
MTIF2	0.0964838324036819	0.0371870396582554	0.087	0.051	1
DPM1	0.0967661917592822	0.0351252074122623	0.098	0.059	1
MT-CO3	0.0967685516943193	-0.0593523144160901	1	0.996	1
CNOT2	0.0968427653652208	0.0402964604809309	0.258	0.195	1
AGPAT5	0.0968924996154013	0.0173236711983779	0.045	0.02	1
BLOC1S2	0.096908426728291	-0.0630114768925082	0.213	0.273	1
TFPT	0.0970512936965026	-0.0685451541305919	0.084	0.125	1
EIF1AX	0.0971249410285694	0.0470198113170662	0.387	0.305	1
SQSTM1	0.0971964323304242	-0.15539163138258	0.787	0.828	1
KRIT1	0.0972363986194516	0.0449714963960119	0.125	0.082	1
SKAP2	0.09754811749326	0.0671081075776778	0.397	0.32	1
TNFRSF10C	0.097980116860253	0.0196982082430883	0.045	0.02	1
PSEN1	0.0981028891532744	-0.0547126740778129	0.209	0.273	1
PHIP	0.0982066857592795	0.0916836713585623	0.321	0.262	1
BNIP3L	0.0982393048856523	0.0631653508923442	0.596	0.523	1
USP16	0.0982630656997924	0.0544253583103569	0.268	0.203	1
ORC4	0.0983687605573066	0.0476645566649974	0.101	0.062	1
ANKS1A	0.0984328957695162	-0.0303393911627245	0.038	0.07	1
AGO4	0.0984702611290091	0.0408239037351764	0.178	0.125	1
GMDS	0.0984705238950696	0.038239482498926	0.077	0.043	1
EAPP	0.0985063328570848	0.0408239037351764	0.15	0.102	1
ZNF431	0.0986412181306069	0.0283093359187833	0.098	0.059	1
DHX8	0.0986487735514611	-0.0487586933821876	0.122	0.172	1
PEX2	0.0986522600804417	0.0450842652087886	0.101	0.062	1
UBR5	0.0986575138154683	-0.0712211851437469	0.15	0.199	1
PSME2	0.0986668331659135	0.06850470940745	0.735	0.719	1
HUWE1	0.0986811185050683	-0.0586535167306814	0.167	0.223	1
TRIM21	0.0988232556599099	0.0237291053127797	0.108	0.066	1
PNPLA2	0.0988602782000012	0.0561472099585122	0.324	0.258	1
ARF4	0.0989151926431455	0.0646489690037804	0.334	0.27	1
PSMD12	0.0989340003931817	0.0582662063985189	0.188	0.137	1
GRSF1	0.0990558865046848	0.0565129610324114	0.223	0.168	1
NFE2	0.0994641106097682	0.0533106381242006	0.101	0.062	1
ELOC	0.099601225987047	-0.0777808404791869	0.446	0.492	1
RPRD2	0.0996526306158921	0.0334764602617197	0.087	0.051	1
HSP90AA1	0.0997356960178732	-0.221638933599325	0.937	0.949	1
MLX	0.099747006375913	0.0331005204076681	0.296	0.223	1
TRAPPC4	0.099773927507835	0.0338757415606958	0.15	0.102	1
ARF3	0.0997862363708111	-0.0696192819347589	0.261	0.324	1
NDUFA8	0.0998216521648904	0.0490670367342339	0.167	0.117	1
LRRK2	0.099870683763266	0.037749032123615	0.289	0.219	1
POU2F1	0.0999447743191864	0.038239482498926	0.077	0.043	1
SLC20A1	0.100210211257429	-0.074973859217635	0.206	0.262	1
POFUT2	0.100235935447958	0.0305688979483985	0.056	0.027	1
GFOD1	0.100282636544701	0.0360651857072937	0.066	0.035	1
UHRF2	0.100282636544701	0.0360651857072937	0.066	0.035	1
RAB11FIP4	0.100301565455473	0.0251397611575043	0.098	0.059	1
C5AR2	0.100349949637551	0.0287960723606148	0.087	0.051	1
LIMD1	0.100516807201556	0.052191744369499	0.115	0.074	1
HIF1A-AS2	0.100534126447686	-0.142832854894597	0.045	0.078	1
GPCPD1	0.100640168415669	-0.169590086937147	0.456	0.473	1
ITGB1BP1	0.100819773906457	-0.0698530087092247	0.188	0.242	1
FEM1A	0.101056369451936	-0.0269893042774423	0.038	0.07	1
MRPL22	0.101219355463826	0.0428808122423536	0.139	0.094	1
STK16	0.10122203347178	0.0367354861328072	0.111	0.07	1
PRRC2C	0.10123134147376	-0.0904722959119606	0.568	0.625	1
MICU1	0.101279496967165	0.0581950472153963	0.265	0.207	1
HNRNPH1	0.10131390407912	0.0579576584902458	0.39	0.312	1
MIR181A1HG	0.101355122484386	-0.0598695647250416	0.042	0.074	1
ATAD1	0.101363850713527	0.0272740020515459	0.056	0.027	1
LIN37	0.101363850713527	0.0272740020515459	0.056	0.027	1
RAP1B	0.101446166838881	-0.0894072196583315	0.596	0.676	1
LRRFIP2	0.101602177306008	-0.0975446024225934	0.209	0.262	1
CPLANE2	0.101687270957916	0.0103987072208985	0.01	0	1
TFAP2E	0.101687270957916	0.0103987072208985	0.01	0	1
NEGR1	0.101687270957916	0.0103987072208985	0.01	0	1
C1orf112	0.101687270957916	0.0103987072208985	0.01	0	1
FCMR	0.101687270957916	0.0103987072208985	0.01	0	1
LIN9	0.101687270957916	0.0103987072208985	0.01	0	1
PSEN2	0.101687270957916	0.0103987072208985	0.01	0	1
WDR35	0.101687270957916	0.0103987072208985	0.01	0	1
CCDC121	0.101687270957916	0.0103987072208985	0.01	0	1
FAM124B	0.101687270957916	0.0103987072208985	0.01	0	1
POPDC2	0.101687270957916	0.0103987072208985	0.01	0	1
MCM2	0.101687270957916	0.0103987072208985	0.01	0	1
CLCN2	0.101687270957916	0.0103987072208985	0.01	0	1
CC2D2A	0.101687270957916	0.0103987072208985	0.01	0	1
TLR10	0.101687270957916	0.0103987072208985	0.01	0	1
INTU	0.101687270957916	0.0103987072208985	0.01	0	1
LINC01011	0.101687270957916	0.0103987072208985	0.01	0	1
HIST1H2AE	0.101687270957916	0.0103987072208985	0.01	0	1
DDX43	0.101687270957916	0.0103987072208985	0.01	0	1
MANEA-DT	0.101687270957916	0.0103987072208985	0.01	0	1
PEG10	0.101687270957916	0.0103987072208985	0.01	0	1
PCOLCE	0.101687270957916	0.0103987072208985	0.01	0	1
ZNF630	0.101687270957916	0.0103987072208985	0.01	0	1
USP51	0.101687270957916	0.0103987072208985	0.01	0	1
AL683813.1	0.101687270957916	0.0103987072208985	0.01	0	1
AC245140.2	0.101687270957916	0.0103987072208985	0.01	0	1
AC009812.1	0.101687270957916	0.0103987072208985	0.01	0	1
CDC37L1-DT	0.101687270957916	0.0103987072208985	0.01	0	1
LGR4	0.101687270957916	0.0103987072208985	0.01	0	1
MSS51	0.101687270957916	0.0103987072208985	0.01	0	1
USP30	0.101687270957916	0.0103987072208985	0.01	0	1
MIPEP	0.101687270957916	0.0103987072208985	0.01	0	1
AL359513.1	0.101687270957916	0.0103987072208985	0.01	0	1
SPINT1-AS1	0.101687270957916	0.0103987072208985	0.01	0	1
PRC1	0.101687270957916	0.0103987072208985	0.01	0	1
CCNF	0.101687270957916	0.0103987072208985	0.01	0	1
NPIPB13	0.101687270957916	0.0103987072208985	0.01	0	1
AC135050.1	0.101687270957916	0.0103987072208985	0.01	0	1
AC040977.1	0.101687270957916	0.0103987072208985	0.01	0	1
EPN2	0.101687270957916	0.0103987072208985	0.01	0	1
CCDC68	0.101687270957916	0.0103987072208985	0.01	0	1
ATP8B3	0.101687270957916	0.0103987072208985	0.01	0	1
KANK2	0.101687270957916	0.0103987072208985	0.01	0	1
PLVAP	0.101687270957916	0.0103987072208985	0.01	0	1
ZNF682	0.101687270957916	0.0103987072208985	0.01	0	1
AC092279.1	0.101687270957916	0.0103987072208985	0.01	0	1
CLDND2	0.101687270957916	0.0103987072208985	0.01	0	1
ZNF525	0.101687270957916	0.0103987072208985	0.01	0	1
SNHG4	0.101687270957916	0.0103987072208985	0.01	0	1
AL080250.1	0.101687270957916	0.0103987072208985	0.01	0	1
AC048382.6	0.101687270957916	0.0103987072208985	0.01	0	1
AC009065.4	0.101687270957916	0.0103987072208985	0.01	0	1
LRRC46	0.101687270957916	0.0103987072208985	0.01	0	1
AP005329.1	0.101687270957916	0.0103987072208985	0.01	0	1
ZSWIM1	0.101687270957916	0.0103987072208985	0.01	0	1
AL357033.4	0.101687270957916	0.0103987072208985	0.01	0	1
HIST2H4B	0.101687270957916	0.0103987072208985	0.01	0	1
HIST2H2AB	0.101687270957916	0.0103987072208985	0.01	0	1
AC009948.3	0.101687270957916	0.0103987072208985	0.01	0	1
BBS1	0.101687270957916	0.0103987072208985	0.01	0	1
CEP83-DT	0.101687270957916	0.0103987072208985	0.01	0	1
NPHS1	0.101687270957916	0.0103987072208985	0.01	0	1
ADORA3	0.101687270957916	0.0103987072208985	0.01	0	1
CETP	0.101687270957916	0.0103987072208985	0.01	0	1
SLC22A13	0.101687270957916	0.0103987072208985	0.01	0	1
PIK3CD-AS1	0.101687270957916	0.0103987072208985	0.01	0	1
AP003774.1	0.101687270957916	0.0103987072208985	0.01	0	1
SGK494	0.101688437798607	0.0206903932574462	0.01	0	1
LINC01146	0.101688437798607	0.0206903932574462	0.01	0	1
MIR503HG	0.101688437798607	0.0172715865086607	0.01	0	1
NPPA-AS1	0.101688437798607	0.0138410514118715	0.01	0	1
POC1A	0.101688437798607	0.0138410514118715	0.01	0	1
AL627422.2	0.101688437798607	0.0138410514118715	0.01	0	1
AP003774.4	0.101688437798607	0.0138410514118715	0.01	0	1
DCLRE1A	0.101688437798607	0.0138410514118715	0.01	0	1
BCAS1	0.101688437798607	0.0138410514118715	0.01	0	1
ARHGAP33	0.101688437798607	0.0138410514118715	0.01	0	1
ZNF547	0.101688437798607	0.0138410514118715	0.01	0	1
C21orf62-AS1	0.101688437798607	0.0138410514118715	0.01	0	1
WDR49	0.101688437798607	0.0138410514118715	0.01	0	1
AL592463.1	0.101688437798607	0.0138410514118715	0.01	0	1
AC000032.1	0.101688437798607	0.0138410514118715	0.01	0	1
LSM7	0.101700991543718	0.0562733826891475	0.484	0.391	1
ZNF493	0.101895646847136	-0.0441005126068101	0.024	0.051	1
TLE4	0.101926590176912	0.0157483569681391	0.24	0.176	1
USP22	0.102017534425829	-0.0586535167306814	0.171	0.227	1
PPP6R3	0.102163255772658	-0.0442123944596903	0.115	0.164	1
KDELR1	0.102220582250761	0.0652151026726586	0.484	0.41	1
RBM48	0.102396441115377	-0.0291469629397518	0.024	0.051	1
AC006064.4	0.102396441115377	-0.0291469629397518	0.024	0.051	1
UBA5	0.102964291694813	-0.0378787040767106	0.042	0.074	1
NLN	0.102986566150554	0.0355401968359878	0.066	0.035	1
HDAC2	0.103090617076452	0.0360544348109375	0.195	0.141	1
DDX3Y	0.103102590745929	-0.016748481113814	0.059	0.098	1
NCBP2	0.10325155833547	-0.0618337195426051	0.091	0.133	1
PAX8	0.103479357005066	-0.033417112140958	0.024	0.051	1
MAN1A1	0.103520683060508	-0.0406929539368126	0.073	0.113	1
ADCY9	0.103626459077825	-0.0254363835432161	0.024	0.051	1
SAMHD1	0.10373998252535	0.0380359533019601	0.854	0.805	1
ABHD3	0.103910598613366	0.0414145363198262	0.101	0.062	1
BRPF1	0.104684235211553	-0.0306322955559434	0.042	0.074	1
UBR2	0.10473043087717	0.041814413119872	0.171	0.121	1
ARID4B	0.104736867782835	0.0421850909003719	0.355	0.281	1
ZNF778	0.105160777455345	-0.0282301625088155	0.014	0.035	1
CD300LB	0.105247313253982	-0.0704105777228334	0.122	0.168	1
CAMSAP2	0.105460368793944	-0.0297473832519956	0.024	0.051	1
TMEM251	0.10550379715391	-0.0628464740045832	0.105	0.148	1
DOK2	0.105714734184411	0.0163154111370054	0.526	0.418	1
GPATCH4	0.105745465218748	-0.0309231623410075	0.042	0.074	1
RAB30-AS1	0.105745465218748	-0.0309231623410075	0.042	0.074	1
DROSHA	0.105975504986364	-0.0220407945420779	0.024	0.051	1
TRAF2	0.105975504986364	-0.0220407945420779	0.024	0.051	1
SLC35C1	0.105989926875342	0.0321238624532894	0.038	0.016	1
MAST2	0.106046273568655	-0.0244778128902651	0.014	0.035	1
SND1-IT1	0.106046273568655	-0.0282301625088155	0.014	0.035	1
PIDD1	0.106046273568655	-0.0282301625088155	0.014	0.035	1
AL121603.2	0.106046273568655	-0.0282301625088155	0.014	0.035	1
PROSER3	0.106046273568655	-0.0282301625088155	0.014	0.035	1
SMS	0.106080975518577	0.00347826437632487	0.362	0.285	1
TSG101	0.106257551656398	0.0524954096112725	0.206	0.152	1
JADE1	0.106311871651588	0.0456277906204173	0.091	0.055	1
PDP1	0.106442702816754	0.0424781817175211	0.091	0.055	1
SQLE	0.106514196770289	-0.0384062883525485	0.042	0.074	1
TRPV2	0.106533775244351	-0.0378344072882207	0.118	0.168	1
GIT2	0.106627190904544	0.0594053221789774	0.237	0.18	1
ARHGAP24	0.106647778517153	0.0249928826088522	0.111	0.07	1
MED16	0.106688672268229	-0.0381434103144946	0.045	0.078	1
IER5	0.10670291212233	-0.0950115683453797	0.397	0.438	1
CSNK2A2	0.106818646832704	0.0460378787951208	0.115	0.074	1
KIF9	0.106819078053032	0.0254571710951002	0.038	0.016	1
ZNF674	0.106936484555306	-0.0207113300947882	0.014	0.035	1
SLC25A14	0.106936484555306	-0.0207113300947882	0.014	0.035	1
UNC13B	0.106936484555306	-0.0207113300947882	0.014	0.035	1
AL118506.1	0.106936484555306	-0.0207113300947882	0.014	0.035	1
ETV3	0.106947269272617	-0.14415773442974	0.209	0.254	1
COX14	0.107198608407498	0.0512566166564309	0.369	0.289	1
DCTD	0.107206068936249	0.0428808122423536	0.143	0.098	1
PSMG4	0.107237829550954	0.0439192339348354	0.129	0.086	1
VPS4B	0.107261282774235	0.0674974398777098	0.268	0.211	1
OAS3	0.107324665526521	0.0522513054046874	0.188	0.137	1
C1orf54	0.107431024916825	-0.0350895357265546	0.042	0.074	1
MEF2D	0.107530811649705	0.0570276639383009	0.226	0.172	1
C14orf93	0.107652250848763	0.022107084209818	0.038	0.016	1
PRPF39	0.107652250848763	0.022107084209818	0.038	0.016	1
GTF3C2	0.107687941127376	-0.0455491758649286	0.049	0.082	1
C17orf58	0.107853541622397	-0.0285379495226335	0.014	0.035	1
AC025171.3	0.108097461626866	0.0282850861461237	0.038	0.016	1
RHEB	0.108142352500919	0.0489783921104723	0.289	0.227	1
AKT3	0.108326934693523	-0.0281930794613266	0.042	0.074	1
GLB1	0.108381327970189	0.0303401335474989	0.206	0.148	1
STMP1	0.10850930783696	0.064250302718419	0.463	0.387	1
SNRPN	0.108758872989038	0.0393300457552595	0.115	0.074	1
ENPP4	0.108985230603836	-0.017280794997999	0.014	0.035	1
LINC02207	0.109153972835088	0.0216183947879345	0.038	0.016	1
AL035071.1	0.109153972835088	0.0216183947879345	0.038	0.016	1
B3GNT8	0.109367624905518	0.0139847699328633	0.038	0.016	1
CCDC90B	0.109460431586845	0.0456598784126196	0.174	0.125	1
CCND3	0.109490079160424	0.0414772302792838	0.3	0.23	1
MCM3AP	0.109756654835702	-0.041372301789027	0.115	0.164	1
MED28	0.109867825609571	0.053943058302234	0.261	0.203	1
BOLA1	0.110002793125192	0.0182683079026523	0.038	0.016	1
PKP4	0.110002793125192	0.0182683079026523	0.038	0.016	1
NAA80	0.110002793125192	0.0182683079026523	0.038	0.016	1
TTC14	0.110003086529421	0.0373007302834489	0.129	0.086	1
APTX	0.110095478786764	-0.0302216540695172	0.066	0.105	1
TM7SF3	0.110395592108745	0.0324658012495772	0.091	0.055	1
NARF	0.110417347964459	0.0403235775316821	0.188	0.137	1
ZC3HAV1	0.110432986351578	0.0432016163941719	0.282	0.219	1
PPP6R2	0.110682348585518	-0.0713533840844594	0.146	0.195	1
MMP25	0.110695280568143	-0.0425894627694656	0.007	0.023	1
BRK1	0.110825416204958	0.0637133899538431	0.767	0.762	1
HEY1	0.111281433518826	-0.0276079091538487	0.007	0.023	1
GLIS3	0.111281433518826	-0.0276079091538487	0.007	0.023	1
NEU3	0.111306258281854	-0.0331314812362361	0.028	0.055	1
RHOBTB3	0.111306258281854	-0.040457521328309	0.028	0.055	1
RABEP2	0.111516985304288	-0.0312120127185214	0.045	0.078	1
HPS3	0.111577926864401	0.062253080797146	0.164	0.117	1
ARMH3	0.111652770389946	-0.0419841097004325	0.049	0.082	1
PSMA7	0.111673037168341	-0.0761171160698909	0.777	0.852	1
TOP1	0.111857082157025	-0.0183247243076684	0.432	0.336	1
GRB10	0.111868960909899	-0.0200321153453911	0.007	0.023	1
AACS	0.111868960909899	-0.0200321153453911	0.007	0.023	1
MCM8	0.111868960909899	-0.0200321153453911	0.007	0.023	1
AC108471.2	0.111868960909899	-0.0200321153453911	0.007	0.023	1
GPR42	0.111868960909899	-0.0200321153453911	0.007	0.023	1
PALD1	0.111868960909899	-0.0238271863139427	0.007	0.023	1
SEC24C	0.111916813707033	-0.048491552710487	0.087	0.129	1
KAT6B	0.111957571607946	0.0496676468456995	0.105	0.066	1
NR1D2	0.112002808144196	0.0329693937484937	0.091	0.055	1
POLR2M	0.112002808144196	0.0329693937484937	0.091	0.055	1
C16orf87	0.112002808144196	0.0329693937484937	0.091	0.055	1
CIAPIN1	0.112002808144196	0.0329693937484937	0.091	0.055	1
CKS1B	0.112088404025264	0.0409114387492378	0.08	0.047	1
KLHDC7B	0.112392417708881	0.00683961207902956	0.038	0.016	1
C6orf106	0.112422935642455	-0.061415307359686	0.136	0.184	1
MSTO1	0.112457860820254	-0.0162225869287234	0.007	0.023	1
ACOX2	0.112457860820254	-0.0162225869287234	0.007	0.023	1
BANK1	0.112457860820254	-0.0162225869287234	0.007	0.023	1
FAM50B	0.112457860820254	-0.0162225869287234	0.007	0.023	1
ZNF202	0.112457860820254	-0.0162225869287234	0.007	0.023	1
ZNF45	0.112457860820254	-0.0162225869287234	0.007	0.023	1
TMEM86B	0.112457860820254	-0.0162225869287234	0.007	0.023	1
ZFY	0.112457860820254	-0.0162225869287234	0.007	0.023	1
TTC38	0.112457860820254	-0.0162225869287234	0.007	0.023	1
AC090517.4	0.112457860820254	-0.0162225869287234	0.007	0.023	1
KCNK13	0.112457860820254	-0.0162225869287234	0.007	0.023	1
IL27	0.112457860820254	-0.0162225869287234	0.007	0.023	1
SAMD9	0.112645624809288	0.0135286002298262	0.178	0.125	1
FAM3A	0.11303116225778	0.0372451268471422	0.105	0.066	1
DLL1	0.113064717428673	-0.0244778128902651	0.007	0.023	1
ACTG1	0.11306639218619	-0.165860551409074	0.997	0.996	1
DHRS7B	0.113074619250378	0.0382748163151585	0.105	0.066	1
DOCK1	0.113359940686798	-0.0203729514458552	0.007	0.023	1
HSPA14	0.113659195446722	-0.0165778804773036	0.007	0.023	1
TRIM36	0.113659195446722	-0.0169306072548822	0.007	0.023	1
DUSP8	0.113661526398802	-0.0169306072548822	0.007	0.023	1
ADCY7	0.113674037328403	0.0491483012095132	0.258	0.199	1
RPUSD1	0.11367622091085	-0.0348156202218199	0.049	0.082	1
SHLD1	0.11367622091085	-0.0384062883525485	0.049	0.082	1
ELP2	0.113823359962281	0.0345011603883188	0.08	0.047	1
RNF141	0.113861858428158	0.0360544348109375	0.199	0.145	1
IGF1R	0.11386202476321	-0.0337007388654293	0.028	0.055	1
SETD3	0.113936102994781	-0.0602375500097828	0.118	0.164	1
JUP	0.113977411920824	0.0433241729235244	0.143	0.098	1
