	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GNS	1.78388431075595e-13	0.251386789563749	0.453	0.239	2.37113902585681e-09	Monocytes	GNS
RSRP1	1.87451373767047e-13	0.276734101324032	0.473	0.27	2.49160366011158e-09	Monocytes	RSRP1
WARS	1.99774610212393e-13	0.334487504570871	0.628	0.471	2.65540411894312e-09	Monocytes	WARS
CFLAR	2.97319726925995e-13	0.292600216439914	0.595	0.425	3.95197381030033e-09	Monocytes	CFLAR
WSB1	3.86866281351968e-13	0.327359703080944	0.753	0.719	5.14222661173036e-09	Monocytes	WSB1
GK	6.23292329394044e-13	0.37761621350225	0.571	0.425	8.28480164230563e-09	Monocytes	GK
MYADM	1.48056048790074e-12	0.272167216357375	0.37	0.184	1.96796100051766e-08	Monocytes	MYADM
NACA	2.73268118928516e-12	0.28180513504318	0.993	0.994	3.63227983679784e-08	Monocytes	NACA
MAT2A	2.78160636542439e-12	0.257119467455792	0.47	0.263	3.6973111809221e-08	Monocytes	MAT2A
ODF3B	4.09481916224881e-12	0.256888024754962	0.501	0.307	5.44283363046112e-08	Monocytes	ODF3B
EZR	4.61241653480499e-12	0.278657114929927	0.448	0.259	6.13082405806279e-08	Monocytes	EZR
S100A10	8.39467022644572e-12	0.505600652965876	0.971	0.941	1.11581956649917e-07	Monocytes	S100A10
TRAPPC5	1.21696162488897e-11	0.25475179963207	0.549	0.375	1.61758539180243e-07	Monocytes	TRAPPC5
SLC16A3	1.39914697076204e-11	0.250395732763833	0.506	0.318	1.8597461535369e-07	Monocytes	SLC16A3
CDKN1A	1.51713663704706e-11	0.287058337127416	0.766	0.71	2.01657801796295e-07	Monocytes	CDKN1A
GMFG	2.29698547542743e-11	0.2555649630396	0.786	0.763	3.05315309393813e-07	Monocytes	GMFG
PHACTR1	3.82385822472347e-11	0.290110061725342	0.494	0.32	5.08267235230244e-07	Monocytes	PHACTR1
WAS	4.11384646797322e-11	0.252166212830019	0.61	0.465	5.46812472523e-07	Monocytes	WAS
CCNL1	4.61884936651922e-11	0.286711932382235	0.661	0.574	6.13937457797735e-07	Monocytes	CCNL1
ZFAND5	5.02016841384744e-11	0.295172370379305	0.733	0.697	6.67280785568602e-07	Monocytes	ZFAND5
IFITM1	8.39398537515196e-11	0.352070979714648	0.297	0.136	1.1157285360652e-06	Monocytes	IFITM1
AREG	1.38920249390281e-10	0.968070380512581	0.552	0.485	1.84652795489562e-06	Monocytes	AREG
SRSF5	1.23245436589575e-09	0.255394248624558	0.661	0.597	1.63817834314863e-05	Monocytes	SRSF5
YBX3	2.83743567440904e-09	0.283748787462468	0.562	0.445	3.77151949842449e-05	Monocytes	YBX3
BTG2	3.73608127356037e-09	0.260867727028607	0.79	0.779	4.96599922881644e-05	Monocytes	BTG2
CXCL2	4.56141971034659e-09	0.760272574180582	0.508	0.426	6.06303907899269e-05	Monocytes	CXCL2
RNF213	4.95297101930436e-09	0.267991422633381	0.702	0.658	6.58348907885936e-05	Monocytes	RNF213
LCP2	5.54290856929578e-09	0.318343706171463	0.709	0.682	7.36763407030795e-05	Monocytes	LCP2
AHNAK	7.55711719549912e-09	0.328698805697355	0.729	0.726	0.000100449201762574	Monocytes	AHNAK
MNDA	7.76798966144174e-09	0.366483040509916	0.602	0.548	0.000103252118579884	Monocytes	MNDA
MARCKSL1	1.42081800182885e-08	0.254127472905298	0.372	0.211	0.000188855128803091	Monocytes	MARCKSL1
RHOC	4.77324152743302e-08	0.263028412300486	0.446	0.296	0.000634459263826397	Monocytes	RHOC
LYZ	1.02225572110237e-07	0.411937281184942	0.972	0.965	0.00135878230448927	Monocytes	LYZ
NCF1	1.4821385905543e-07	0.350025328206873	0.418	0.274	0.00197005861456477	Monocytes	NCF1
CXCL3	4.59199769132183e-07	0.485564777647536	0.254	0.134	0.00610368333130498	Monocytes	CXCL3
ISG15	3.16790770289264e-06	0.339796577472399	0.51	0.43	0.0421078291868489	Monocytes	ISG15
PLEK	8.87534454637147e-06	0.303768448320026	0.753	0.776	0.11797107971037	Monocytes	PLEK
IRF1	5.58379559251308e-05	0.324506555719415	0.473	0.39	0.742198110156838	Monocytes	IRF1
HIF1A	0.000139219175694413	0.293242933899478	0.6	0.594	1	Monocytes	HIF1A
ZNF331	0.000270316569290762	0.297416325595612	0.624	0.647	1	Monocytes	ZNF331
FBP1	0.000458811321804914	0.341537394792669	0.284	0.195	1	Monocytes	FBP1
CHMP1B	0.0036172191240227	0.288840568342309	0.554	0.535	1	Monocytes	CHMP1B
CXCL8	0.0042361587361871	0.668221519430523	0.521	0.551	1	Monocytes	CXCL8
ICAM1	0.00697968864112411	0.321370396455747	0.552	0.577	1	Monocytes	ICAM1
HSPA1A	0.00965942908851159	0.258532026437032	0.761	0.801	1	Monocytes	HSPA1A
C1QC	6.96977884115208e-155	2.53309181183801	0.988	0.291	9.26423003565934e-151	Macrophages	C1QC
C1QB	1.79942813787815e-146	2.30086403391826	0.986	0.304	2.39179988086764e-142	Macrophages	C1QB
C1QA	1.42854627866173e-142	2.10936439915878	0.988	0.336	1.89882371359717e-138	Macrophages	C1QA
APOE	2.61945724927113e-139	3.08939332009413	0.916	0.221	3.48178257573119e-135	Macrophages	APOE
APOC1	1.55880137735609e-132	2.57591604479642	0.919	0.217	2.07195879078172e-128	Macrophages	APOC1
FTL	5.401482962507e-105	1.30285984249017	1	1	7.1796511537643e-101	Macrophages	FTL
SELENOP	1.60673110106532e-101	1.87584456266333	0.578	0.023	2.13566697953603e-97	Macrophages	SELENOP
PLD3	9.338098488613e-91	1.19404304016101	0.844	0.317	1.24122005110644e-86	Macrophages	PLD3
GPNMB	2.62106584672181e-90	1.32506617191348	0.61	0.062	3.48392072346263e-86	Macrophages	GPNMB
SLC40A1	1.31443195449867e-80	1.34070214946667	0.543	0.051	1.74714295391964e-76	Macrophages	SLC40A1
CTSB	1.01798451772448e-79	1.26315950661825	0.997	0.876	1.35310502095937e-75	Macrophages	CTSB
LGMN	1.30968056308846e-77	1.46142913879683	0.711	0.201	1.74082740445718e-73	Macrophages	LGMN
A2M	5.59644732437401e-73	0.807164329394158	0.488	0.038	7.43879778355794e-69	Macrophages	A2M
PRDX1	2.49360134826652e-67	0.986572815727368	0.954	0.661	3.31449491211586e-63	Macrophages	PRDX1
CTSD	3.28879601646615e-66	1.42144071617232	0.948	0.532	4.37146766508681e-62	Macrophages	CTSD
CD68	6.06022288182089e-66	0.883096855007448	1	0.889	8.05524825451632e-62	Macrophages	CD68
CAPG	3.78544709405345e-65	0.965507402428498	0.945	0.574	5.03161627741585e-61	Macrophages	CAPG
CTSC	1.13233079449257e-62	0.950784488230376	0.965	0.646	1.50509409203952e-58	Macrophages	CTSC
LIPA	1.46155928450992e-61	0.999330524498622	0.656	0.211	1.94270460097059e-57	Macrophages	LIPA
ACP5	2.24569009259474e-61	1.13065931417565	0.824	0.366	2.98497127107692e-57	Macrophages	ACP5
NPC2	6.48934285182629e-57	0.631345355710935	0.997	0.946	8.62563451864751e-53	Macrophages	NPC2
CD63	1.10794366041825e-55	0.779973223022433	0.994	0.684	1.47267871342794e-51	Macrophages	CD63
PLTP	5.59319174542327e-55	0.661613682218013	0.39	0.034	7.43447046801661e-51	Macrophages	PLTP
TREM2	1.34900324150636e-52	0.741410034801055	0.41	0.05	1.79309510861026e-48	Macrophages	TREM2
FABP5	1.23329748072083e-50	1.04825294054582	0.751	0.308	1.63929901137413e-46	Macrophages	FABP5
LGALS3	2.04083161678813e-50	0.87384697583282	0.986	0.834	2.71267338503478e-46	Macrophages	LGALS3
RNASE1	2.27557759798128e-50	1.52346263921437	0.382	0.042	3.02469774323672e-46	Macrophages	RNASE1
GRN	2.19777752570337e-49	0.748549533702508	0.988	0.892	2.92128588716492e-45	Macrophages	GRN
NUPR1	1.60437960431672e-47	0.893255570063951	0.315	0.018	2.13254137005778e-43	Macrophages	NUPR1
MS4A6A	3.39128394509627e-46	0.697737128164226	0.968	0.636	4.50769461982196e-42	Macrophages	MS4A6A
DAB2	2.87931927856534e-45	0.89932388718051	0.5	0.135	3.82719118506905e-41	Macrophages	DAB2
AKR1B1	7.07329456055584e-45	0.654952115180104	0.523	0.157	9.40182312989082e-41	Macrophages	AKR1B1
SLCO2B1	3.99232542451505e-44	0.483574268886309	0.364	0.047	5.3065989542654e-40	Macrophages	SLCO2B1
CTSZ	7.56417186705454e-44	0.833861503635301	0.98	0.785	1.00542972456889e-39	Macrophages	CTSZ
MSR1	1.02737165525892e-42	0.59611833123176	0.434	0.089	1.36558240417015e-38	Macrophages	MSR1
ATOX1	1.90196629913488e-42	0.681627643622818	0.905	0.59	2.52809360481008e-38	Macrophages	ATOX1
FOLR2	2.39590712435623e-42	0.721218057687848	0.347	0.046	3.1846397496943e-38	Macrophages	FOLR2
TMEM176B	4.44516546091742e-41	0.769905164429431	0.882	0.536	5.90851393065143e-37	Macrophages	TMEM176B
TMEM37	9.14843926101344e-41	0.326243778980517	0.251	0.008	1.21601054657391e-36	Macrophages	TMEM37
CTSL	7.20998233459845e-40	0.696990760584773	0.884	0.498	9.58350851914826e-36	Macrophages	CTSL
FCGRT	1.280195757673e-39	0.625334154286021	0.98	0.781	1.70163620109895e-35	Macrophages	FCGRT
PLA2G7	1.66490999979937e-39	0.916998703876365	0.512	0.165	2.21299837173332e-35	Macrophages	PLA2G7
CREG1	4.1200175172543e-39	0.686236679638438	0.627	0.283	5.47632728393441e-35	Macrophages	CREG1
CCL18	7.18640252111138e-39	1.42997172114229	0.275	0.02	9.55216623106124e-35	Macrophages	CCL18
CTSA	9.12942340223894e-39	0.673863266716133	0.749	0.404	1.2134829586256e-34	Macrophages	CTSA
MS4A4A	1.12885077132717e-37	0.636549355070119	0.465	0.135	1.50046844524807e-33	Macrophages	MS4A4A
ADAMDEC1	3.63838354449719e-37	0.460669546049775	0.275	0.024	4.83613940734566e-33	Macrophages	ADAMDEC1
AKR1A1	3.02624376441035e-36	0.561435668810901	0.763	0.448	4.02248321165424e-32	Macrophages	AKR1A1
TMEM176A	4.39642142173628e-36	0.58681777565632	0.74	0.356	5.84372335377186e-32	Macrophages	TMEM176A
OTOA	2.16735206821394e-35	0.39038581560883	0.28	0.03	2.88084436906997e-31	Macrophages	OTOA
FUCA1	4.84133085177342e-35	0.559924504145117	0.364	0.077	6.43509696817723e-31	Macrophages	FUCA1
VAT1	1.44458505255641e-34	0.493297863643683	0.39	0.092	1.92014245185798e-30	Macrophages	VAT1
GPR34	2.31011748100242e-34	0.361849394619648	0.28	0.031	3.07060815574842e-30	Macrophages	GPR34
HSPB1	6.50147902459961e-34	0.417806632469971	0.829	0.466	8.6417659194978e-30	Macrophages	HSPB1
PSAP	1.26573496629945e-33	0.662959873433823	1	0.974	1.68241491720522e-29	Macrophages	PSAP
HEXA	5.70099216980714e-33	0.543416920828989	0.48	0.169	7.57775879210765e-29	Macrophages	HEXA
GM2A	1.15676614239814e-31	0.552337001114955	0.422	0.127	1.53757355647561e-27	Macrophages	GM2A
CD74	2.23890262734178e-31	0.593711526313337	1	0.996	2.9759493722627e-27	Macrophages	CD74
CD9	2.47143122506868e-31	0.529449628941392	0.439	0.124	3.28502638436128e-27	Macrophages	CD9
NR1H3	2.79595522283551e-31	0.445885470079636	0.306	0.051	3.71638368219296e-27	Macrophages	NR1H3
ATP6V1F	1.4181385479629e-30	0.487666388171682	0.977	0.761	1.88498975795229e-26	Macrophages	ATP6V1F
VAMP8	1.8566634933466e-29	0.441518621243006	0.968	0.779	2.4678771153563e-25	Macrophages	VAMP8
DBI	3.13091087069629e-29	0.501825708177141	0.96	0.735	4.16160672932951e-25	Macrophages	DBI
HLA-DMB	1.71241583856362e-28	0.452014824688806	0.867	0.571	2.27614313261876e-24	Macrophages	HLA-DMB
TSPAN4	2.89868645517574e-28	0.477358042162907	0.408	0.136	3.85293403621959e-24	Macrophages	TSPAN4
HLA-DMA	7.8969270447382e-28	0.529085376455205	0.96	0.76	1.0496595427866e-23	Macrophages	HLA-DMA
TUBA1B	1.38171677318075e-27	0.588788658313103	0.96	0.758	1.83657793491185e-23	Macrophages	TUBA1B
HLA-DQB1	4.70541087033475e-26	0.459731631820555	0.962	0.803	6.25443212884895e-22	Macrophages	HLA-DQB1
C1orf54	4.77272167792368e-26	0.333212448296611	0.344	0.086	6.34390165429615e-22	Macrophages	C1orf54
HLA-DPB1	6.95366635591223e-26	0.392523872288085	0.994	0.958	9.24281332027854e-22	Macrophages	HLA-DPB1
YWHAH	8.3649438324418e-26	0.435746908091138	0.841	0.516	1.11186833420816e-21	Macrophages	YWHAH
HLA-DQA1	8.51795467240374e-26	0.475246533049502	0.974	0.811	1.13220653505591e-21	Macrophages	HLA-DQA1
NPL	1.65336977468805e-25	0.486037982266391	0.393	0.136	2.19765910451535e-21	Macrophages	NPL
PMP22	7.02630074079602e-24	0.418976156333722	0.355	0.109	9.33935894466608e-20	Macrophages	PMP22
IDH1	7.7558939371916e-24	0.339997323196017	0.303	0.076	1.03091342213151e-19	Macrophages	IDH1
CCL4L2	1.41337382067084e-23	0.59572211938469	0.795	0.413	1.87865648243567e-19	Macrophages	CCL4L2
TUBB	1.89355933261806e-23	0.417710429360523	0.861	0.555	2.51691906491593e-19	Macrophages	TUBB
CD59	2.52269852488972e-23	0.440096716542937	0.35	0.109	3.35317087928341e-19	Macrophages	CD59
ITM2B	3.62418109140874e-23	0.532112190226168	0.991	0.943	4.8172615067005e-19	Macrophages	ITM2B
ASAH1	1.58695546776292e-22	0.437610064678078	0.948	0.73	2.10938120775047e-18	Macrophages	ASAH1
PEBP1	4.74645069593818e-22	0.459453298076358	0.512	0.256	6.30898226504103e-18	Macrophages	PEBP1
CCL3	4.79766598271947e-22	0.284963755267347	0.867	0.472	6.37705762423072e-18	Macrophages	CCL3
CD81	7.2363032923671e-22	0.524912875724346	0.465	0.215	9.61849433621435e-18	Macrophages	CD81
CSTB	7.60753747749639e-22	0.381340677910156	0.974	0.86	1.01119388150882e-17	Macrophages	CSTB
BCAP31	1.93543248782966e-21	0.390589601598806	0.734	0.483	2.57257686282318e-17	Macrophages	BCAP31
GPX4	3.6129601383445e-21	0.360678068544761	0.994	0.881	4.80234661588751e-17	Macrophages	GPX4
CCL4	4.72416841013582e-21	0.387055824656558	0.818	0.443	6.27936465075253e-17	Macrophages	CCL4
IGSF6	7.70059472040634e-21	0.469950499646692	0.89	0.655	1.02356305023641e-16	Macrophages	IGSF6
HLA-DPA1	9.00901832013833e-21	0.398432570440466	0.997	0.966	1.19747871511279e-16	Macrophages	HLA-DPA1
PTMS	2.10055759761945e-20	0.38078935472057	0.491	0.228	2.79206115875578e-16	Macrophages	PTMS
SDS	2.25075907034332e-20	0.582493651336325	0.335	0.107	2.99170895630033e-16	Macrophages	SDS
MGST3	2.3700491130437e-20	0.493663748540378	0.506	0.273	3.15026928105768e-16	Macrophages	MGST3
HLA-DRB1	3.57504443476083e-20	0.50964284363241	0.994	0.987	4.7519490626841e-16	Macrophages	HLA-DRB1
GNPDA1	3.78224816169586e-20	0.349673362380438	0.35	0.124	5.02736425652613e-16	Macrophages	GNPDA1
CLTA	4.47192518972497e-20	0.345867317836377	0.876	0.633	5.94408296218243e-16	Macrophages	CLTA
HLA-DRA	4.6819733214396e-20	0.422539279075106	1	0.992	6.22327893885752e-16	Macrophages	HLA-DRA
SERPING1	6.5183875948407e-20	0.420199628322958	0.332	0.116	8.66424079106225e-16	Macrophages	SERPING1
MMP14	1.80209729210575e-19	0.278352886043772	0.301	0.088	2.39534772066696e-15	Macrophages	MMP14
CHCHD10	5.49124248679476e-19	0.345854731356773	0.798	0.529	7.2989595134476e-15	Macrophages	CHCHD10
CD84	1.29008845362155e-18	0.321640778908556	0.344	0.124	1.71478557255377e-14	Macrophages	CD84
ARHGAP18	1.51112379648311e-18	0.385697211906489	0.413	0.185	2.00858575028535e-14	Macrophages	ARHGAP18
ABHD12	2.54763108692328e-18	0.300576665744567	0.35	0.134	3.38631124073842e-14	Macrophages	ABHD12
LGALS3BP	3.37569692727692e-18	0.289576059788636	0.257	0.072	4.48697635573649e-14	Macrophages	LGALS3BP
MARCKS	1.86705966826605e-17	0.323939630495667	0.691	0.418	2.48169571105924e-13	Macrophages	MARCKS
GLUL	1.905837571807e-17	0.431820979362918	0.96	0.723	2.53323930044587e-13	Macrophages	GLUL
MGLL	8.09671654325511e-17	0.339741237358118	0.272	0.084	1.07621556292947e-12	Macrophages	MGLL
FPR3	1.69322823412655e-16	0.343747591905328	0.379	0.161	2.25063896880101e-12	Macrophages	FPR3
CCL3L1	2.1291101252164e-16	0.253412615869329	0.78	0.44	2.83001317843763e-12	Macrophages	CCL3L1
DNPH1	2.17244455718384e-16	0.32417328280086	0.393	0.179	2.88761330540875e-12	Macrophages	DNPH1
MRC1	4.56263777036633e-16	0.270041845366525	0.283	0.094	6.06465812437093e-12	Macrophages	MRC1
CALR	4.91502574554407e-16	0.416253658966403	0.873	0.695	6.53305222097718e-12	Macrophages	CALR
RGS10	1.50562325089164e-15	0.277625126688703	0.931	0.717	2.00127442508517e-11	Macrophages	RGS10
CTSH	1.76708551069924e-15	0.360818317350897	0.913	0.702	2.34881006082142e-11	Macrophages	CTSH
LAMP1	3.53995463189902e-15	0.524982396227325	0.462	0.283	4.70530769672018e-11	Macrophages	LAMP1
COX6C	5.36737122523363e-15	0.316983319358437	0.945	0.781	7.13430983258054e-11	Macrophages	COX6C
SDCBP	1.22877652584404e-14	0.320036497057991	0.908	0.69	1.6332897581519e-10	Macrophages	SDCBP
TMBIM6	1.98471550454485e-14	0.291229039006882	0.942	0.757	2.63808384864101e-10	Macrophages	TMBIM6
M6PR	2.34412863180472e-14	0.294140435535969	0.723	0.505	3.11581577739483e-10	Macrophages	M6PR
CD163	3.19059688925229e-14	0.353982576437863	0.353	0.159	4.24094138519414e-10	Macrophages	CD163
PCBD1	4.33726017972599e-14	0.304627406900718	0.355	0.165	5.76508623089178e-10	Macrophages	PCBD1
NENF	5.26911361681782e-14	0.339272990552284	0.474	0.283	7.00370581947425e-10	Macrophages	NENF
GSN	6.88374567292193e-14	0.289646033898244	0.613	0.379	9.14987474844783e-10	Macrophages	GSN
ATP6V0E1	8.32269240548619e-14	0.308550032359944	0.945	0.795	1.10625227453722e-09	Macrophages	ATP6V0E1
RNF130	1.39855107051308e-13	0.302240575924972	0.957	0.791	1.85895408292598e-09	Macrophages	RNF130
PPT1	5.24538926925785e-13	0.251189330240885	0.809	0.59	6.97217141669754e-09	Macrophages	PPT1
BST2	5.27778312452587e-13	0.280551311551558	0.829	0.613	7.01522932911979e-09	Macrophages	BST2
IL18	5.89582870375836e-13	0.301203188351809	0.327	0.147	7.83673551303561e-09	Macrophages	IL18
SLAMF8	6.85317817223349e-13	0.265459468025266	0.28	0.113	9.10924442653276e-09	Macrophages	SLAMF8
ADAP2	1.27762424193309e-12	0.390723419439766	0.396	0.225	1.69821814237746e-08	Macrophages	ADAP2
B2M	2.43483621149793e-12	0.322334057710779	1	1	3.23638429232305e-08	Macrophages	B2M
MFSD1	3.15798962234103e-12	0.359276395047578	0.491	0.333	4.1975998060157e-08	Macrophages	MFSD1
SCARB2	5.81671645498955e-12	0.288219319727112	0.399	0.223	7.73157951197211e-08	Macrophages	SCARB2
GLMP	6.08683876075541e-12	0.290138774338401	0.283	0.127	8.09062608079609e-08	Macrophages	GLMP
ATP5MC3	7.92146592708634e-12	0.28765958057697	0.908	0.744	1.05292125102832e-07	Macrophages	ATP5MC3
DNASE2	4.25254138702877e-11	0.285451677081698	0.309	0.15	5.65247801163865e-07	Macrophages	DNASE2
HEXB	4.48540234744225e-11	0.318246517999101	0.465	0.301	5.96199680022024e-07	Macrophages	HEXB
FAM96A	5.23654555034784e-11	0.275837373205679	0.566	0.394	6.96041634552236e-07	Macrophages	FAM96A
LGALS1	1.28720781994076e-10	0.300947633592302	0.988	0.958	1.71095663426526e-06	Macrophages	LGALS1
SMS	1.30176276507158e-10	0.330704752921142	0.431	0.277	1.73030306733315e-06	Macrophages	SMS
STAB1	1.79837064741894e-10	0.422054709921996	0.312	0.166	2.39039426454926e-06	Macrophages	STAB1
ATP6V0C	1.98453030788493e-10	0.323709768555482	0.962	0.904	2.63783768524065e-06	Macrophages	ATP6V0C
CD14	5.47702989160667e-10	0.275950509429394	0.887	0.644	7.28006813192359e-06	Macrophages	CD14
P4HB	7.12514425752264e-10	0.272333414571857	0.76	0.574	9.47074174709909e-06	Macrophages	P4HB
LAMP2	1.1864855578252e-09	0.260356824459354	0.361	0.212	1.57707660346125e-05	Macrophages	LAMP2
TGFBI	2.18421156790832e-09	0.275646254000006	0.743	0.557	2.90325401606374e-05	Macrophages	TGFBI
CAPZB	2.61255551908773e-09	0.280826114340332	0.934	0.8	3.4726087959714e-05	Macrophages	CAPZB
LY96	2.87783550213666e-09	0.327815969015251	0.431	0.289	3.82521894944005e-05	Macrophages	LY96
LILRB4	2.89834777578256e-09	0.364985689547444	0.471	0.327	3.85248386357018e-05	Macrophages	LILRB4
FCGR2A	3.07317751555224e-09	0.260266867405658	0.798	0.595	4.08486755367203e-05	Macrophages	FCGR2A
BLVRB	1.18797259598991e-08	0.302029520859923	0.575	0.425	0.000157905317458979	Macrophages	BLVRB
CANX	1.21145229130283e-08	0.258739179335173	0.72	0.564	0.000161026238559972	Macrophages	CANX
HMOX1	1.69831341099971e-08	0.364585444145743	0.535	0.393	0.000225739818590082	Macrophages	HMOX1
SCPEP1	4.83261607281179e-08	0.261099013507918	0.353	0.219	0.000642351328398143	Macrophages	SCPEP1
LAIR1	5.27176964458123e-08	0.293049645579297	0.422	0.297	0.000700723621157738	Macrophages	LAIR1
SNX6	5.46111256517428e-08	0.286879428941036	0.462	0.335	0.000725891082162965	Macrophages	SNX6
PPIB	7.60926163540127e-08	0.253460047237487	0.945	0.834	0.00101142305657754	Macrophages	PPIB
MPP1	2.28003647147238e-07	0.269809478133831	0.37	0.243	0.00303062447788109	Macrophages	MPP1
RASSF4	4.01340986044837e-07	0.301470616298286	0.39	0.271	0.00533462438650797	Macrophages	RASSF4
SLC25A5	5.30245394769559e-07	0.274906587400185	0.922	0.829	0.00704802178727698	Macrophages	SLC25A5
PDIA6	3.74802308848672e-06	0.253605668900325	0.465	0.354	0.0498187228921655	Macrophages	PDIA6
CALM3	3.92714941366401e-06	0.251843033447563	0.749	0.591	0.0521996700064221	Macrophages	CALM3
HLA-A	1.74723714130839e-05	0.271582051738827	0.994	0.992	0.232242760822711	Macrophages	HLA-A
GYPC	3.54219809358577e-05	0.254700909986093	0.263	0.171	0.470828970599421	Macrophages	GYPC
FCER1A	3.56315588960485e-52	0.768045378527598	0.298	0.01	4.73614680846277e-48	Dendritic cells	FCER1A
HLA-DPB11	1.57997114875689e-48	0.940220865945198	1	0.963	2.10009765092766e-44	Dendritic cells	HLA-DPB1
HLA-DQA11	2.2037065161193e-47	0.977434357036444	0.99	0.835	2.92916670122578e-43	Dendritic cells	HLA-DQA1
RPS23	5.00495698574115e-44	0.580822659648042	1	0.999	6.65258882544714e-40	Dendritic cells	RPS23
CD1C	1.44794313592294e-43	0.850985403950113	0.359	0.04	1.92460601626877e-39	Dendritic cells	CD1C
RPS18	2.25361442376845e-42	0.639434796463894	1	0.992	2.99550429207302e-38	Dendritic cells	RPS18
RPSA	2.85618070675591e-40	0.652046326992704	0.98	0.93	3.79643539541995e-36	Dendritic cells	RPSA
RPS5	6.18328623548377e-40	0.614171285619542	0.995	0.966	8.21882406420502e-36	Dendritic cells	RPS5
CST7	8.26487728795734e-39	0.8508156349568	0.348	0.045	1.09856748911529e-34	Dendritic cells	CST7
RPS6	2.63319253518087e-38	0.601304110062154	1	0.991	3.50003951776241e-34	Dendritic cells	RPS6
EEF1A1	3.39954313273148e-38	0.553627077817486	1	1	4.51867273202668e-34	Dendritic cells	EEF1A1
RPLP0	3.03184085732286e-37	0.565917857505805	0.99	0.979	4.02992286755354e-33	Dendritic cells	RPLP0
PPA1	4.19281431133507e-37	0.974604369659373	0.641	0.249	5.57308878262657e-33	Dendritic cells	PPA1
CD741	1.03385858830327e-36	0.704305996046095	1	0.997	1.37420483557271e-32	Dendritic cells	CD74
RPS3A	1.51575671034565e-36	0.57564163546477	1	0.993	2.01474381939144e-32	Dendritic cells	RPS3A
RPS3	4.98542980445573e-36	0.525148614327724	1	0.998	6.62663329608256e-32	Dendritic cells	RPS3
RPL10	5.70776340419512e-35	0.436737107383843	1	1	7.58675911685616e-31	Dendritic cells	RPL10
RPL7A	1.87527908129169e-34	0.444331474078208	1	0.998	2.49262095485291e-30	Dendritic cells	RPL7A
RPS7	2.03018754452031e-34	0.456222841244545	1	0.999	2.69852528417639e-30	Dendritic cells	RPS7
HLA-DRA1	5.59849729949645e-34	0.700778693986261	0.995	0.994	7.44152261049068e-30	Dendritic cells	HLA-DRA
ACTG1	8.60326413709156e-34	0.674755094718728	1	0.994	1.14354586910221e-29	Dendritic cells	ACTG1
RPL18A	1.41067055427029e-33	0.534946399518051	1	0.994	1.87506330073607e-29	Dendritic cells	RPL18A
RPS4X	1.49963225965432e-33	0.528513548729506	1	0.999	1.99331119953253e-29	Dendritic cells	RPS4X
HLA-DPA11	4.06897303384249e-33	0.777596779361217	0.995	0.972	5.40847895658344e-29	Dendritic cells	HLA-DPA1
HLA-DQB11	2.25225462041645e-32	0.786891541400255	0.975	0.827	2.99369684145755e-28	Dendritic cells	HLA-DQB1
RPL5	5.51172018431439e-32	0.557771597157417	0.99	0.982	7.32617846899069e-28	Dendritic cells	RPL5
RPL3	9.86648039166658e-32	0.547581120573919	1	0.985	1.31145257366032e-27	Dendritic cells	RPL3
RPL13	1.14407315318737e-31	0.432384638403465	1	1	1.52070203521665e-27	Dendritic cells	RPL13
RPL15	1.33600142883942e-31	0.452060273749551	1	1	1.77581309921336e-27	Dendritic cells	RPL15
RPL32	3.13353641746471e-31	0.454726307256342	1	1	4.1650966060941e-27	Dendritic cells	RPL32
RPL23A	4.37727182271234e-31	0.53543192255648	1	0.976	5.81826970674924e-27	Dendritic cells	RPL23A
RPS27	4.44722355192103e-31	0.521837127453239	1	0.999	5.91124954521343e-27	Dendritic cells	RPS27
RPS8	4.50585886277364e-31	0.464156307210424	1	0.999	5.98918760039872e-27	Dendritic cells	RPS8
RPL37	2.05429148289601e-30	0.459123829877973	1	1	2.73056423906537e-26	Dendritic cells	RPL37
PKIB	4.88192956448996e-30	0.472819739245377	0.343	0.063	6.48906077712006e-26	Dendritic cells	PKIB
RPL37A	6.68891350049951e-30	0.479133867783982	1	0.984	8.89090382486395e-26	Dendritic cells	RPL37A
RPS21	8.99804342976461e-30	0.448346711761963	1	0.998	1.19601993268431e-25	Dendritic cells	RPS21
RPS14	1.86710870822591e-29	0.438927340782161	1	1	2.48176089497389e-25	Dendritic cells	RPS14
RPL19	3.60901264067878e-29	0.41241538960127	1	1	4.79709960199023e-25	Dendritic cells	RPL19
LSP1	1.14388473833543e-28	0.633114990481249	0.975	0.837	1.52045159419545e-24	Dendritic cells	LSP1
RPL18	8.59672099374955e-28	0.388411267511495	1	0.998	1.14267615448919e-23	Dendritic cells	RPL18
RPS15A	8.83429354561192e-28	0.410472348332418	1	1	1.17425429808274e-23	Dendritic cells	RPS15A
RPL35A	2.64494086369522e-27	0.442916831274282	0.995	0.998	3.51565539602369e-23	Dendritic cells	RPL35A
RPS25	6.30097331755389e-27	0.433449374930923	0.995	0.992	8.37525373369264e-23	Dendritic cells	RPS25
RPS27A	1.80785631099048e-26	0.416945157364945	1	0.997	2.40300260856855e-22	Dendritic cells	RPS27A
RPL4	1.92306873357885e-26	0.489211054605427	0.99	0.929	2.556142960673e-22	Dendritic cells	RPL4
