	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GDI2	4.65848757413733e-53	0.324960231483798	0.573	0.383	8.24039866989152e-49	Myeloid cells	GDI2
PRDX1	5.27978174885868e-52	0.553405404597412	0.612	0.448	9.33940593555613e-48	Myeloid cells	PRDX1
SOCS31	1.07553257227459e-51	0.391540061834129	0.452	0.255	1.90250956709653e-47	Myeloid cells	SOCS3
PFDN5	1.5604132225153e-51	0.283398076534624	0.97	0.901	2.76021494930732e-47	Myeloid cells	PFDN5
RAB5C	1.90690995656462e-51	0.274913825908999	0.522	0.33	3.37313302216715e-47	Myeloid cells	RAB5C
ELOB	2.41464632998349e-51	0.268059134381978	0.857	0.693	4.2712678931078e-47	Myeloid cells	ELOB
COX4I1	3.30456070696876e-51	0.255860163366188	0.971	0.869	5.84543743455704e-47	Myeloid cells	COX4I1
DBI	1.68397237861066e-50	0.417729374094244	0.648	0.504	2.97877874052439e-46	Myeloid cells	DBI
TMEM219	2.37040278662283e-50	0.26430057791244	0.517	0.321	4.19300548925713e-46	Myeloid cells	TMEM219
CHCHD10	3.3003655245465e-49	0.310709364922844	0.476	0.287	5.83801657637031e-45	Myeloid cells	CHCHD10
TXN	5.27582474444544e-49	0.783441529681658	0.575	0.422	9.33240639044954e-45	Myeloid cells	TXN
NFKBIA	1.1094243167956e-48	0.653344279446701	0.816	0.637	1.96246067397974e-44	Myeloid cells	NFKBIA
MT-ND2	2.27233479770793e-48	0.347167355855888	0.971	0.918	4.01953302366555e-44	Myeloid cells	MT-ND2
ARPC21	1.31024739584479e-47	0.271039785229504	0.951	0.811	2.31769661850985e-43	Myeloid cells	ARPC2
MOB1A	1.7298504797926e-47	0.256765298839844	0.506	0.309	3.05993251370512e-43	Myeloid cells	MOB1A
SLC25A6	5.28117657224577e-47	0.286236688241393	0.888	0.761	9.34187323864555e-43	Myeloid cells	SLC25A6
UPP1	2.70393842547761e-46	0.272414025047858	0.335	0.167	4.78299668082735e-42	Myeloid cells	UPP1
CMTM6	3.79353000652226e-45	0.271247142691751	0.496	0.308	6.71037522853723e-41	Myeloid cells	CMTM6
EGR1	5.94251157269635e-45	0.344924703172798	0.335	0.162	1.05117087209426e-40	Myeloid cells	EGR1
HSPA1A	6.24831228142611e-45	0.493182044637066	0.534	0.331	1.10526395946146e-40	Myeloid cells	HSPA1A
RPS24	7.97571550538984e-45	0.256294313452831	0.998	0.988	1.41082431574841e-40	Myeloid cells	RPS24
CFL1	1.88364530487896e-44	0.268740454062588	0.98	0.882	3.3319801798004e-40	Myeloid cells	CFL1
HIGD2A	4.71195322642941e-44	0.258059819019068	0.683	0.516	8.33497406223098e-40	Myeloid cells	HIGD2A
HIF1A	7.24607209891481e-44	0.332220110743352	0.461	0.281	1.28175769357704e-39	Myeloid cells	HIF1A
CTSC	8.69142067040515e-44	0.542014480048377	0.585	0.421	1.53742540238797e-39	Myeloid cells	CTSC
PTPN6	1.59172269852995e-43	0.274386074870162	0.489	0.301	2.81559828142963e-39	Myeloid cells	PTPN6
DUSP11	2.80774110672008e-43	0.336253204357895	0.875	0.725	4.96661324367716e-39	Myeloid cells	DUSP1
PLIN2	2.10482311443699e-42	0.42331218942493	0.335	0.174	3.72322160712759e-38	Myeloid cells	PLIN2
COX5B	9.48748390310817e-42	0.252878442749677	0.747	0.609	1.6782410276208e-37	Myeloid cells	COX5B
TPM4	1.70401077412691e-41	0.321340325614856	0.576	0.405	3.0142246583531e-37	Myeloid cells	TPM4
INSIG1	3.2948792790995e-41	0.385657818214393	0.322	0.169	5.8283119567991e-37	Myeloid cells	INSIG1
VMP1	6.28640629796909e-41	0.258095206215047	0.389	0.221	1.11200241004775e-36	Myeloid cells	VMP1
ATP5MF	1.37242653054851e-38	0.255181413045855	0.655	0.515	2.42768528988725e-34	Myeloid cells	ATP5MF
NFKBIZ	1.26942563061208e-37	0.350852572555253	0.508	0.34	2.24548699798971e-33	Myeloid cells	NFKBIZ
NAP1L1	1.59213246077041e-37	0.297926197761015	0.553	0.401	2.81632310985678e-33	Myeloid cells	NAP1L1
M6PR	2.56714246777632e-37	0.254869263215728	0.458	0.295	4.54101831124953e-33	Myeloid cells	M6PR
RNF149	1.17069420480455e-34	0.256918768847557	0.489	0.328	2.07084097887877e-30	Myeloid cells	RNF149
EMP3	1.42923519725193e-34	0.390811944861043	0.705	0.592	2.52817414041894e-30	Myeloid cells	EMP3
LRRFIP1	1.24540287484382e-33	0.263777520350079	0.623	0.479	2.20299314531123e-29	Myeloid cells	LRRFIP1
SQSTM1	1.1726415453742e-32	0.325735063491438	0.653	0.527	2.07428562961242e-28	Myeloid cells	SQSTM1
PCBP1	7.21552486023416e-30	0.267091255018866	0.633	0.514	1.27635419252682e-25	Myeloid cells	PCBP1
CD55	5.21852717704997e-29	0.419557421105572	0.404	0.276	9.23105272348369e-25	Myeloid cells	CD55
ATP6V0E1	1.91930171261313e-28	0.254629555807989	0.661	0.565	3.39505279944137e-24	Myeloid cells	ATP6V0E1
CD81	1.67743464393219e-26	0.281220235389327	0.307	0.184	2.96721414165165e-22	Myeloid cells	CD81
SERPINB9	3.00709924694849e-26	0.26003747278089	0.298	0.175	5.31925785792719e-22	Myeloid cells	SERPINB9
WSB1	1.37451742229837e-24	0.257961268123441	0.523	0.406	2.43138386830359e-20	Myeloid cells	WSB1
MT2A	1.78786268895648e-24	0.764791272190544	0.56	0.465	3.16255031049511e-20	Myeloid cells	MT2A
AREG	2.79343556147335e-23	0.783471969464161	0.323	0.22	4.9413081646902e-19	Myeloid cells	AREG
IFI6	7.7464247512409e-22	0.311855023903486	0.326	0.21	1.370265074247e-17	Myeloid cells	IFI6
GADD45B	9.01003945468359e-21	0.296625217081405	0.539	0.431	1.59378587913898e-16	Myeloid cells	GADD45B
MARCKSL1	1.22444199131705e-17	0.299241647826236	0.29	0.189	2.16591543844073e-13	Myeloid cells	MARCKSL1
CD44	2.80282342742151e-14	0.326706393187741	0.593	0.533	4.95791436076591e-10	Myeloid cells	CD44
PPA1	4.14261702038194e-12	0.297277601260255	0.333	0.258	7.32787524735362e-08	Myeloid cells	PPA1
GPR1831	1.13536742302538e-10	0.281851364540238	0.294	0.22	2.00835143458959e-06	Myeloid cells	GPR183
NCF1	8.58276747907092e-07	0.291154907358666	0.338	0.289	0.0151820573937286	Myeloid cells	NCF1
ISG15	6.97017950017524e-05	0.291953186956758	0.353	0.328	1	Myeloid cells	ISG15
CCL4L21	0.00113989454854387	0.381591485003344	0.316	0.289	1	Myeloid cells	CCL4L2
MS4A1	0	1.76258580119562	0.942	0.004	0	B cells	MS4A1
CD79A1	0	1.41677180112927	0.948	0.094	0	B cells	CD79A
VPREB3	0	1.1698071771836	0.757	0.007	0	B cells	VPREB3
BANK1	0	0.994383902403159	0.74	0.008	0	B cells	BANK1
CD79B	0	0.906373287374571	0.712	0.074	0	B cells	CD79B
CD19	0	0.844018942823586	0.665	0.013	0	B cells	CD19
RALGPS2	0	0.823395212637294	0.667	0.035	0	B cells	RALGPS2
HVCN1	0	0.80360448290846	0.639	0.062	0	B cells	HVCN1
TCL1A	0	0.7545288717755	0.361	0.004	0	B cells	TCL1A
ADAM28	0	0.642426171065932	0.553	0.045	0	B cells	ADAM28
CD22	0	0.630833779590719	0.503	0.008	0	B cells	CD22
LINC00926	0	0.616497945445864	0.516	0.002	0	B cells	LINC00926
FCER2	0	0.584749247131284	0.406	0.002	0	B cells	FCER2
BLK	0	0.533692777569823	0.486	0.011	0	B cells	BLK
FAM129C	0	0.525718196339555	0.424	0.002	0	B cells	FAM129C
FCRLA	0	0.518202919899355	0.454	0.006	0	B cells	FCRLA
IGHM	0	0.512390868307059	0.533	0.022	0	B cells	IGHM
LINC02397	0	0.510503391488891	0.426	0.002	0	B cells	LINC02397
SPIB	0	0.504910600268577	0.445	0.009	0	B cells	SPIB
CD24	0	0.504012419830053	0.419	0.012	0	B cells	CD24
TNFRSF13C	0	0.492187162053359	0.413	0.008	0	B cells	TNFRSF13C
PAX5	0	0.436108223114995	0.406	0.001	0	B cells	PAX5
RUBCNL	0	0.43523943630217	0.396	0.013	0	B cells	RUBCNL
AFF3	0	0.429936435214584	0.391	0.018	0	B cells	AFF3
FCRL1	0	0.42325323596231	0.368	0.001	0	B cells	FCRL1
ARHGAP24	0	0.421465113837341	0.381	0.016	0	B cells	ARHGAP24
BCL11A	0	0.396517523745968	0.37	0.015	0	B cells	BCL11A
CR2	0	0.345647663614647	0.271	0.002	0	B cells	CR2
TLR10	0	0.289471695429262	0.26	0.002	0	B cells	TLR10
IGHV5-78	0	0.265789571149945	0.267	0.002	0	B cells	IGHV5-78
CXCR5	3.72592543133895e-287	0.479270395280195	0.398	0.026	6.59078949549546e-283	B cells	CXCR5
MEF2C	2.22125529051386e-282	0.800955379617692	0.735	0.125	3.92917848338996e-278	B cells	MEF2C
HLA-DQB11	9.84609915789927e-281	0.886326139893379	0.869	0.184	1.7416764800408e-276	B cells	HLA-DQB1
HLA-DQA11	1.99053942860416e-280	1.19864883084528	0.944	0.257	3.5210651952579e-276	B cells	HLA-DQA1
HLA-DRA1	3.8220355959514e-277	1.38147386032719	0.996	0.327	6.76079876567843e-273	B cells	HLA-DRA
CD831	1.77080747810629e-264	1.40869422512659	0.882	0.238	3.13238134802222e-260	B cells	CD83
BLNK	3.62999831361263e-258	0.407300358506062	0.391	0.03	6.42110401694938e-254	B cells	BLNK
HLA-DOB	6.13995603546233e-248	0.299236372927048	0.305	0.016	1.08609682311293e-243	B cells	HLA-DOB
SWAP70	3.52426977048718e-244	0.593980917363949	0.551	0.074	6.23408079701477e-240	B cells	SWAP70
CD40	3.61399680302891e-241	0.558693075440941	0.477	0.054	6.39279894487785e-237	B cells	CD40
CD37	6.22943538183552e-239	1.24637761042325	0.989	0.639	1.10192482469289e-234	B cells	CD37
SMIM14	2.06724415246334e-236	0.663914706800696	0.574	0.088	3.65674818129239e-232	B cells	SMIM14
IRF81	9.64959584751616e-234	0.586972175960274	0.581	0.086	1.70691700946713e-229	B cells	IRF8
CD741	2.60412321657168e-226	1.46947757264054	1	0.899	4.60643355779364e-222	B cells	CD74
TNFRSF13B	4.56839308868149e-226	0.392522477306138	0.331	0.024	8.08103053456868e-222	B cells	TNFRSF13B
CD72	6.46790246200585e-220	0.501874168690709	0.363	0.032	1.14410726650421e-215	B cells	CD72
MARCH11	1.67755331056776e-205	0.440478736712251	0.428	0.05	2.96742405106331e-201	B cells	MARCH1
PKIG	1.15835384909912e-203	0.370044564462939	0.398	0.042	2.04901212367144e-199	B cells	PKIG
HLA-DRB11	6.03073276466287e-199	0.994324673194797	0.983	0.468	1.06677631874121e-194	B cells	HLA-DRB1
POU2AF11	7.31961915172956e-188	0.429021973117798	0.449	0.06	1.29476743174944e-183	B cells	POU2AF1
NCF11	1.49098679648307e-187	0.802446273831505	0.813	0.263	2.6374065442989e-183	B cells	NCF1
HLA-DOA	1.89750566758662e-184	0.313778778861443	0.338	0.033	3.35649777539397e-180	B cells	HLA-DOA
CDCA7L	2.14985584288272e-182	0.301482719773583	0.297	0.024	3.80288000047524e-178	B cells	CDCA7L
HLA-DPB11	4.92096418178854e-179	0.842522011297362	0.968	0.473	8.70469354116575e-175	B cells	HLA-DPB1
HLA-DPA11	5.72958637896761e-179	0.829182521751402	0.97	0.475	1.01350653457558e-174	B cells	HLA-DPA1
GAPT	4.8313777373128e-178	0.285168077880543	0.295	0.025	8.54622407953261e-174	B cells	GAPT
LY861	4.8119657937077e-174	0.385354229545911	0.439	0.062	8.51188629248955e-170	B cells	LY86
STAP1	1.77861006267855e-168	0.255669049486898	0.258	0.019	3.14618333987208e-164	B cells	STAP1
CD180	2.6586301835737e-164	0.283656345083622	0.256	0.02	4.70285093172352e-160	B cells	CD180
POU2F21	1.09927838842112e-162	0.623133808056152	0.619	0.148	1.94451354127811e-158	B cells	POU2F2
HLA-DMA1	1.40735457687275e-158	0.708293993089569	0.766	0.235	2.48946951103021e-154	B cells	HLA-DMA
CIITA	7.07460699374031e-153	0.368579932469993	0.37	0.05	1.25142723112272e-148	B cells	CIITA
HLA-DMB1	1.17522084470286e-149	0.468495653526798	0.555	0.115	2.07884815219488e-145	B cells	HLA-DMB
SNX2	5.69521739151035e-146	0.59702485038209	0.649	0.187	1.00742700438427e-141	B cells	SNX2
LY9	5.6584456928688e-145	0.669838222872445	0.533	0.125	1.00092245861156e-140	B cells	LY9
TCF4	2.53546857309794e-144	0.396600058467174	0.458	0.081	4.48499035895295e-140	B cells	TCF4
FCGR2B	2.47414475171333e-143	0.318181901595109	0.374	0.054	4.37651465130572e-139	B cells	FCGR2B
COBLL1	1.08687570171928e-141	0.256235238615525	0.26	0.025	1.92257442877123e-137	B cells	COBLL1
GPR18	3.23172190249683e-141	0.54586671456966	0.417	0.074	5.71659287332663e-137	B cells	GPR18
GNG7	3.25682265015427e-138	0.299408791464302	0.346	0.048	5.76099358585789e-134	B cells	GNG7
HLA-DRB51	8.04660297653386e-138	0.51683105510795	0.746	0.224	1.42336360051907e-133	B cells	HLA-DRB5
FGD2	8.92873615880387e-134	0.323047505680189	0.34	0.049	1.57940413913082e-129	B cells	FGD2
BCAS4	4.11953110554808e-127	0.354168313110633	0.376	0.064	7.287038572604e-123	B cells	BCAS4
STX7	2.37124979250466e-126	0.421527993823789	0.497	0.113	4.1945037579615e-122	B cells	STX7
FCMR	5.39847644707579e-125	0.647890144002217	0.735	0.27	9.54936498723236e-121	B cells	FCMR
LAT2	9.833468246945e-124	0.433173776499638	0.533	0.131	1.7394421982021e-119	B cells	LAT2
PLEKHG1	5.53714618933079e-123	0.289606594881196	0.301	0.041	9.79465789430723e-119	B cells	PLEKHG1
AC119396.1	4.07421536533921e-120	0.329355451057139	0.353	0.059	7.20687955974853e-116	B cells	AC119396.1
BTK	9.14781081024281e-119	0.294633660528801	0.323	0.049	1.61815625422385e-114	B cells	BTK
SCIMP1	3.80863379475142e-115	0.332950440056698	0.308	0.046	6.73709231953579e-111	B cells	SCIMP
EAF2	1.59418626905844e-114	0.385936501836608	0.417	0.086	2.81995609133748e-110	B cells	EAF2
RPL8	1.85224801835066e-112	0.513535557193114	1	0.994	3.27644151966048e-108	B cells	RPL8
RPS23	6.42577866670171e-112	0.518799067289192	1	0.992	1.13665598835286e-107	B cells	RPS23
SYPL1	1.49614129279311e-110	0.459645986521507	0.546	0.157	2.64652433282173e-106	B cells	SYPL1
SELL1	2.4619175876987e-106	0.528459198792676	0.52	0.14	4.35488602088023e-102	B cells	SELL
RPS8	2.76764081234821e-103	0.504303439130435	1	0.996	4.89567983296275e-99	B cells	RPS8
BASP11	2.79045742752459e-98	0.348379163226598	0.387	0.082	4.93604014354825e-94	B cells	BASP1
BACH2	3.14360647392926e-95	0.294500460874923	0.258	0.04	5.56072549173347e-91	B cells	BACH2
RPS5	2.43495548382611e-94	0.499472921947583	1	0.975	4.30719275534001e-90	B cells	RPS5
PDLIM1	4.01682816190564e-94	0.252788501573194	0.37	0.077	7.10536733559488e-90	B cells	PDLIM1
LAPTM51	1.22256338090567e-93	0.654979763047709	0.955	0.72	2.16259236448404e-89	B cells	LAPTM5
RIPOR2	2.94517939705115e-90	0.470047878012308	0.622	0.226	5.20972783544377e-86	B cells	RIPOR2
DAPP1	5.42568057340891e-89	0.260231648671393	0.314	0.061	9.59748636630302e-85	B cells	DAPP1
PHACTR11	4.57107330426419e-88	0.373941080188973	0.351	0.075	8.08577156791292e-84	B cells	PHACTR1
CXCR42	9.13633510756023e-85	0.636588424243776	0.899	0.516	1.61612631717633e-80	B cells	CXCR4
RPL18A	2.976574911611e-82	0.470906771888742	1	0.994	5.2652633611487e-78	B cells	RPL18A
RPL321	5.56818014981382e-78	0.390776836840296	1	0.996	9.84955386700566e-74	B cells	RPL32
POLD4	1.34505181327719e-76	0.540929329568834	0.742	0.385	2.37926215250603e-72	B cells	POLD4
REL	8.15448281839383e-74	0.514120591701332	0.791	0.431	1.44244646574569e-69	B cells	REL
RPL111	5.89953857429706e-73	0.388133655217958	1	0.994	1.04356937840741e-68	B cells	RPL11
PLCG2	1.5683140700804e-72	0.296806219720221	0.368	0.098	2.77419075856523e-68	B cells	PLCG2
FCHSD2	3.337816271081e-72	0.284216135460343	0.338	0.084	5.90426320191518e-68	B cells	FCHSD2
EEF1B2	6.1860562386083e-70	0.462708101976841	0.983	0.915	1.09425148804742e-65	B cells	EEF1B2
CYB561A3	1.30630742987478e-69	0.273438851106322	0.34	0.088	2.3107272127055e-65	B cells	CYB561A3
CCR71	2.68865386252736e-69	0.318135178415017	0.383	0.104	4.75595981742465e-65	B cells	CCR7
RHOH1	3.20164082425326e-69	0.573976845575944	0.705	0.361	5.6633824540216e-65	B cells	RHOH
SYK1	5.81422811731433e-68	0.280257277354088	0.355	0.095	1.02847881167173e-63	B cells	SYK
TMEM154	1.79426909643206e-66	0.273045827174991	0.368	0.103	3.17388260467867e-62	B cells	TMEM154
BTG12	2.24260667945573e-66	0.583644016980797	0.987	0.858	3.96694695528923e-62	B cells	BTG1
LTB1	5.82897968506792e-66	0.478054152335028	0.751	0.346	1.03108821649166e-61	B cells	LTB
SP140	2.4116089183641e-64	0.370422402044151	0.497	0.188	4.26589501569425e-60	B cells	SP140
CD692	7.91441009796993e-64	0.777188101822446	0.86	0.591	1.3999800022299e-59	B cells	CD69
FAU	4.3966983680331e-63	0.329889393541098	1	0.993	7.77731974321374e-59	B cells	FAU
RPL19	9.17070164261496e-63	0.344589775548585	1	0.995	1.62220541356216e-58	B cells	RPL19
RPL18	1.77591143112144e-62	0.351351114501184	1	0.994	3.14140973051072e-58	B cells	RPL18
DRAM2	3.37772793439877e-62	0.313150432931008	0.387	0.121	5.97486294315798e-58	B cells	DRAM2
RASGEF1B	3.38261714472731e-62	0.404834430367894	0.458	0.164	5.98351146730814e-58	B cells	RASGEF1B
RPL39	3.83212007570876e-61	0.345799856747233	1	0.993	6.77863720192123e-57	B cells	RPL39
NR4A11	2.84389739656608e-60	0.579849927688576	0.699	0.351	5.03057010478574e-56	B cells	NR4A1
CXXC5	1.2027421148592e-58	0.262422632711941	0.327	0.092	2.12753052697443e-54	B cells	CXXC5
CCDC50	8.85614552470164e-58	0.288230592879005	0.346	0.104	1.56656358186447e-53	B cells	CCDC50
SP110	2.45140247009796e-57	0.378532925475366	0.566	0.254	4.33628582935628e-53	B cells	SP110
RPL301	1.08919361249922e-56	0.320908069118393	1	0.994	1.92667458114988e-52	B cells	RPL30
HERPUD11	1.01092312312297e-55	0.631973686121411	0.695	0.409	1.78822191249223e-51	B cells	HERPUD1
RPS61	2.2599403984913e-55	0.377176343622759	0.998	0.983	3.99760857089126e-51	B cells	RPS6
PARP15	3.30058666965988e-55	0.269720407223919	0.331	0.099	5.83840775996136e-51	B cells	PARP15
RPL10A	6.22558372921146e-55	0.377822623036779	0.994	0.937	1.10124350586022e-50	B cells	RPL10A
RPS181	1.08665305586557e-54	0.382863746887495	1	0.993	1.92218059052061e-50	B cells	RPS18
RPS3A1	1.15590996044594e-54	0.336561787603292	1	0.989	2.04468912903282e-50	B cells	RPS3A
RPS13	1.89474766072614e-54	0.327852891273283	1	0.991	3.35161913705846e-50	B cells	RPS13
RPL21	2.42297601699367e-54	0.371615501517314	0.998	0.971	4.2860022764601e-50	B cells	RPL21
RPS272	1.18066379381732e-53	0.355389362962814	1	0.995	2.08847618488346e-49	B cells	RPS27
ST6GAL1	6.41440553242164e-53	0.26664673298315	0.376	0.127	1.13464419463006e-48	B cells	ST6GAL1
RPL341	1.3254853438499e-52	0.314175956489096	1	0.994	2.34465102473609e-48	B cells	RPL34
RPL5	4.38112654431847e-52	0.330056582004512	0.998	0.976	7.74977474424494e-48	B cells	RPL5
CD521	3.0419839847974e-50	0.41620098809073	0.929	0.659	5.38096547070811e-46	B cells	CD52
EEF1G	3.36823927607173e-49	0.394996362863971	0.938	0.827	5.95807845544329e-45	B cells	EEF1G
NCOA3	2.47119732225458e-48	0.277261413810063	0.406	0.154	4.37130094333613e-44	B cells	NCOA3
LRMP	2.51351159902617e-48	0.342823722767412	0.295	0.089	4.44615066751738e-44	B cells	LRMP
STK17A1	3.88344958402323e-48	0.437788072323631	0.772	0.476	6.8694339691787e-44	B cells	STK17A
RPSA1	5.38284210434043e-47	0.367097955058366	0.989	0.938	9.52170939836779e-43	B cells	RPSA
ORAI2	5.81496417554575e-46	0.252293687962609	0.327	0.109	1.02860901301229e-41	B cells	ORAI2
TMEM243	8.3268443099731e-46	0.328165978464648	0.482	0.217	1.47293548999114e-41	B cells	TMEM243
RPS27A1	8.78774354095385e-46	0.296054814343637	1	0.994	1.55446395495933e-41	B cells	RPS27A
RPS251	1.46589670450737e-45	0.312247264098658	0.996	0.984	2.59302468060309e-41	B cells	RPS25
RPL29	1.5750713593049e-44	0.294863876758666	1	0.99	2.78614372747444e-40	B cells	RPL29
RPL37	4.5972772054225e-44	0.283887611439253	1	0.99	8.13212364867186e-40	B cells	RPL37
PTPN61	4.75259138443262e-44	0.360358229570785	0.6	0.31	8.40685889992287e-40	B cells	PTPN6
RPS21	7.93588686604845e-44	0.296957315716329	1	0.983	1.40377902773531e-39	B cells	RPS21
RPL12	1.56613310501117e-43	0.294166356222463	1	0.987	2.77033284945426e-39	B cells	RPL12
EZR1	2.45183390210115e-43	0.407110600575737	0.744	0.46	4.33704898942673e-39	B cells	EZR
TRIM38	3.84849208817436e-43	0.288659838843529	0.398	0.16	6.80759765477163e-39	B cells	TRIM38
ZFAS1	6.09686451640716e-43	0.378971157500903	0.761	0.509	1.07847436430726e-38	B cells	ZFAS1
LYN1	1.13315568426059e-42	0.264332697296743	0.383	0.143	2.00443908988856e-38	B cells	LYN
RPL15	3.56362536500523e-41	0.276299269069562	0.996	0.983	6.30369690815776e-37	B cells	RPL15
CD53	2.5530557518799e-40	0.417383781490979	0.692	0.442	4.51610031950036e-36	B cells	CD53
RPLP2	3.61473244726926e-40	0.285947653236939	1	0.988	6.3941002259746e-36	B cells	RPLP2
RPS28	1.16068705840053e-39	0.254656216088975	1	0.997	2.05313933760469e-35	B cells	RPS28
MT-ND4L	2.05985592490474e-39	0.298233460503247	1	0.986	3.643679145564e-35	B cells	MT-ND4L
MT-CO3	2.79755211592461e-39	0.292456739214085	1	0.985	4.94858993785905e-35	B cells	MT-CO3
RGS16	5.33291936900557e-39	0.426436230389338	0.258	0.082	9.43340107183396e-35	B cells	RGS16
SYNGR21	5.31260088017568e-38	0.407964526070739	0.604	0.356	9.39745969694276e-34	B cells	SYNGR2
RCSD1	5.50985078396172e-37	0.422440129852343	0.529	0.295	9.74637505174989e-33	B cells	RCSD1
RPL31	6.73334624705341e-37	0.281027273675995	1	0.989	1.19106161764128e-32	B cells	RPL3
RPL9	7.84226847217131e-37	0.302944431777659	0.989	0.944	1.38721887004238e-32	B cells	RPL9
RPL35A	8.02617174437342e-37	0.264005986694257	1	0.989	1.41974951986221e-32	B cells	RPL35A
RPS9	4.97671644401483e-36	0.279060882001715	0.996	0.979	8.80331371781783e-32	B cells	RPS9
SMAP2	5.24636294092475e-36	0.305432282617841	0.475	0.233	9.28029140620179e-32	B cells	SMAP2
RPL23A1	2.80375608165375e-35	0.290435734953627	1	0.972	4.95956413283731e-31	B cells	RPL23A
RPL22	1.08278437019741e-34	0.268124699161101	0.994	0.952	1.91533727244221e-30	B cells	RPL22
SP100	1.42500536334613e-34	0.318206197513122	0.611	0.364	2.52069198722297e-30	B cells	SP100
PPM1K	7.1911160107068e-34	0.258447725760916	0.441	0.207	1.27203651113393e-29	B cells	PPM1K
HIST1H4C	1.12258198993386e-33	0.38309805967964	0.804	0.629	1.985735281994e-29	B cells	HIST1H4C
SKIL	1.20865324929341e-33	0.332081062668612	0.525	0.283	2.13798673267511e-29	B cells	SKIL
TSC22D31	1.81723462507782e-33	0.342512878472908	0.837	0.596	3.21450632830015e-29	B cells	TSC22D3
CD821	3.91214614363979e-33	0.286615859481112	0.452	0.218	6.92019531348443e-29	B cells	CD82
HSP90AB1	1.02172182934337e-32	0.399112001968901	0.895	0.782	1.80732374392549e-28	B cells	HSP90AB1
SNHG8	1.1950894636744e-31	0.329928673315615	0.624	0.388	2.11399375229365e-27	B cells	SNHG8
KLF2	2.14507283034782e-31	0.557819835252652	0.546	0.315	3.79441932960226e-27	B cells	KLF2
EEF2	3.37443705150436e-31	0.269839557003529	0.953	0.887	5.96904170040606e-27	B cells	EEF2
CNPY31	5.52916187275621e-30	0.270545143550457	0.559	0.323	9.78053443671847e-26	B cells	CNPY3
TAF1D	8.63570060637131e-30	0.31155210760087	0.531	0.312	1.52756908026102e-25	B cells	TAF1D
ALG13	1.50901778533456e-29	0.252980497200367	0.387	0.182	2.66930156047831e-25	B cells	ALG13
NOP53	2.1348990547181e-28	0.311651866736726	0.759	0.57	3.77642293789085e-24	B cells	NOP53
PTPRCAP1	3.67740090107647e-28	0.289149988666907	0.933	0.711	6.50495445391417e-24	B cells	PTPRCAP
RGS19	1.27126510292405e-27	0.253348063811234	0.477	0.259	2.24874084056235e-23	B cells	RGS19
RPS11	1.59459647980851e-27	0.271989521806339	0.903	0.808	2.82068171313328e-23	B cells	RPS11
DUSP12	1.74924395149966e-26	0.396434408190303	0.901	0.737	3.09423762580776e-22	B cells	DUSP1
CD551	2.21658748779812e-26	0.337450888505268	0.495	0.282	3.92092160716609e-22	B cells	CD55
LIMD2	1.98475795101874e-25	0.31420345692249	0.774	0.567	3.51083833955705e-21	B cells	LIMD2
EIF4A2	6.71861634670116e-25	0.261263244114114	0.705	0.499	1.18845604556797e-20	B cells	EIF4A2
BTG21	1.73411658676262e-24	0.285164760013998	0.845	0.689	3.0674788303244e-20	B cells	BTG2
DDIT3	1.65758635664295e-23	0.275422442770185	0.368	0.19	2.93210450626571e-19	B cells	DDIT3
IL4R	2.3982765604633e-23	0.293898190761744	0.286	0.131	4.24231140780353e-19	B cells	IL4R
PDE4B1	3.26370981092025e-23	0.271755382112728	0.576	0.358	5.77317628453684e-19	B cells	PDE4B
MALAT11	3.29560419837753e-21	0.255359416814143	0.998	0.962	5.82959426651002e-17	B cells	MALAT1
JUN1	9.48032917625404e-21	0.315923948743931	0.811	0.661	1.67697542798758e-16	B cells	JUN
CYTIP1	3.18645374676929e-20	0.28390811491133	0.654	0.461	5.63651803266019e-16	B cells	CYTIP
ZFP36L1	5.09917351799119e-20	0.262443032315138	0.847	0.69	9.01992803597461e-16	B cells	ZFP36L1
LSM7	2.82915891868151e-19	0.256414865816975	0.589	0.412	5.00449921125573e-15	B cells	LSM7
HSP90AA1	1.69445317798301e-17	0.294187811324812	0.933	0.868	2.99731822653414e-13	B cells	HSP90AA1
HSPE1	1.43799745483425e-15	0.258104800840063	0.716	0.574	2.5436736978563e-11	B cells	HSPE1
PPP1R15A	4.05624153969562e-14	0.278766690272853	0.665	0.52	7.17508565956758e-10	B cells	PPP1R15A
SLC2A31	1.49251802450082e-13	0.257154783263815	0.652	0.509	2.64011513353949e-09	B cells	SLC2A3
IER2	2.89814825855553e-12	0.360040038012134	0.729	0.656	5.12653445455888e-08	B cells	IER2
JUNB1	2.04408420950608e-09	0.259157331227963	0.892	0.837	3.61578055819531e-05	B cells	JUNB
COL1A1	0	3.42940900547315	0.661	0.002	0	Myofibroblasts	COL1A1
COL1A2	0	3.05466032207986	0.703	0.004	0	Myofibroblasts	COL1A2
BGN	0	2.81851417961325	0.615	0.011	0	Myofibroblasts	BGN
IGFBP7	0	2.79326500559282	0.707	0.071	0	Myofibroblasts	IGFBP7
SPARC	0	2.74870608920231	0.71	0.025	0	Myofibroblasts	SPARC
COL3A1	0	2.57546659780848	0.678	0.004	0	Myofibroblasts	COL3A1
TAGLN	0	2.40853876500896	0.576	0.016	0	Myofibroblasts	TAGLN
